Player,Team,GP,TOI,G,A1,A2,Points,ixG,GIVE,TAKE,WAR,p/60
Jakob Chychrun,ARI,68,1133.33,7,5,8,20,4.62,45,12,0.7,1.05882668
Jakob Forsbacka Karlsson,BOS,1,8.42,0,0,0,0,0,0,0,0,0
Jakob Silfverberg,ANA,79,1460.27,23,15,11,49,24.29,38,46,1.4,2.01332617
Jakub Kindl,FLA,39,572.93,0,3,1,4,1.02,13,9,-0.6,0.418899357
Jakub Nakladal,CAR,3,43.5,0,0,0,0,0.16,0,1,-0.2,0
Jakub Voracek,PHI,82,1564.13,20,26,15,61,23.31,56,24,0.3,2.339959
Jakub Vrana,WSH,21,233.28,3,2,1,6,4.87,9,4,-0.4,1.54320991
James Neal,NSH,70,1238.53,23,14,4,41,20.66,30,40,0.7,1.98622561
James Van Riemsdyk,TOR,82,1302.98,29,17,16,62,27.6,23,37,2.5,2.854994
Jamie Benn,DAL,77,1491.78,26,26,17,69,23.54,55,55,-0.4,2.775208
Jamie McBain,ARI,3,50,0,0,0,0,0.11,1,1,0,0
Jamie McGinn,ARI,72,948.43,9,4,4,17,11.19,27,5,-0.9,1.07546151
Jamie Oleksiak,DAL,41,664.63,5,0,2,7,1.49,27,13,0.1,0.63193053
Jannik Hansen,S.J,15,232.58,2,3,2,7,2.4,5,6,0.8,1.80583024
Jannik Hansen,VAN,28,457.65,6,7,0,13,6.05,9,15,0.8,1.70435929
Jared Boll,ANA,51,296.55,0,3,0,3,0.91,5,2,-0.4,0.6069803
Jared McCann,FLA,29,337.42,1,6,0,7,3.33,8,8,0.8,1.24473941
Jared Spurgeon,MIN,76,1826.52,10,16,12,38,9.92,22,23,2.8,1.2482754
Jarome Iginla,COL,61,899.72,8,8,2,18,10.24,16,20,0.1,1.20037353
Jarome Iginla,L.A,19,310.45,6,2,1,9,5.21,10,4,0.1,1.73941052
Jaromir Jagr,FLA,82,1393.98,16,20,10,46,20.93,44,40,1.6,1.97994232
Jason Chimera,NYI,82,1071.17,20,7,6,33,12.63,26,20,-0.8,1.848446
Jason Demers,FLA,81,1588.48,9,9,10,28,6.54,31,19,0.2,1.0576148
Jason Dickinson,DAL,10,117.9,2,0,0,2,1.14,0,3,0.2,1.01781166
Jason Garrison,T.B,70,1299.48,1,6,2,9,3.21,33,8,-0.1,0.415550828
Jason Pominville,MIN,78,1109.65,13,19,15,47,14.37,13,22,1.9,2.54134178
Jason Spezza,DAL,68,1099.62,15,15,20,50,15.57,49,32,1.5,2.72821522
Jason Zucker,MIN,79,1207.58,22,16,9,47,17.07,23,44,4.5,2.33524919
Jay Beagle,WSH,81,1104.18,13,13,4,30,10.77,26,11,0.9,1.63016891
Jay Bouwmeester,STL,81,1814.82,1,7,7,15,3.63,37,11,1.5,0.495916963
Jay McClement,CAR,65,739.87,5,2,1,8,5.77,15,29,-0.6,0.648762643
Jaycob Megna,ANA,1,15.33,0,0,0,0,0,0,0,0,0
Jayson Megna,VAN,58,721.18,4,3,1,8,6.68,8,20,0.2,0.665575862
Jean-Gabriel Pageau,OTT,82,1322.1,12,10,11,33,18.89,27,25,1.1,1.49761748
Jean-Sebastien Dea,PIT,1,11.3,0,0,0,0,0.06,0,0,0,0
Jeff Carter,L.A,82,1478.62,32,22,12,66,27.46,46,24,1.8,2.67817283
Jeff Petry,MTL,80,1769.2,8,11,9,28,7.91,102,19,2,0.949581742
Jeff Skinner,CAR,79,1401.35,37,19,7,63,33.05,65,65,3.2,2.697399
Jesper Fast,NYR,68,938.17,6,10,5,21,7.24,21,29,0.9,1.34304023
Jesse Puljujarvi,EDM,28,315.12,1,7,0,8,3.05,10,12,0.2,1.52322924
Jimmy Hayes,BOS,58,535.35,2,2,1,5,6,12,14,0.1,0.560381055
Jimmy Vesey,NYR,80,1090.7,16,7,4,27,16.34,34,44,-0.3,1.48528481
Jiri Hudler,DAL,32,379.2,3,5,3,11,2.82,7,12,-0.4,1.74050629
Joakim Nordstrom,CAR,82,1042.93,7,2,3,12,10.26,21,27,-0.3,0.6903627
Joe Colborne,COL,62,663.33,4,4,0,8,5.68,18,10,-0.2,0.7236217
Joe Morrow,BOS,17,263.93,0,1,0,1,0.61,7,1,-0.5,0.227333009
Joe Pavelski,S.J,81,1548.5,29,23,16,68,33.74,84,33,2.6,2.63480783
Joe Thornton,S.J,79,1426.78,7,18,25,50,11.48,74,64,1.9,2.10263658
Joel Armia,WPG,57,862.82,10,6,3,19,12.75,19,42,-0.3,1.32124889
Joel Edmundson,STL,69,1226.03,3,5,7,15,3.01,26,7,-0.9,0.7340766
Joel Eriksson Ek,MIN,15,159.18,3,2,2,7,1.11,3,3,0.3,2.63852262
Joel Hanley,MTL,7,71.1,0,0,0,0,0.08,3,1,-0.2,0
Joel Vermin,T.B,18,196.68,0,0,3,3,1.84,2,5,0.1,0.915192246
Joel Ward,S.J,78,1243.55,10,8,11,29,13.85,52,34,-1.1,1.39921987
Johan Larsson,BUF,36,606.68,6,2,3,11,6.04,16,13,0.3,1.08788824
John-Michael Liles,BOS,36,583.53,0,3,2,5,1.63,8,11,0.6,0.514112353
John Carlson,WSH,72,1635.1,9,18,10,37,11.22,88,51,0.7,1.35771513
John Hayden,CHI,12,140.22,1,3,0,4,2.12,2,5,0.5,1.711596
John Klingberg,DAL,80,1868.47,13,21,15,49,9.99,99,40,1.9,1.57347989
John Mitchell,COL,65,816,3,1,3,7,4.7,17,29,-0.9,0.5147059
John Moore,N.J,63,1195.52,12,4,6,22,5.43,41,7,-0.6,1.104122
John Quenneville,N.J,12,164.38,1,2,1,4,2.13,4,4,0.1,1.46003163
John Tavares,NYI,77,1572.25,28,21,17,66,36.57,81,63,1.9,2.51868343
Johnny Boychuk,NYI,66,1368.25,6,10,7,23,7.85,45,13,0.9,1.0085876
Johnny Gaudreau,CGY,72,1331.37,18,30,13,61,20.47,86,44,2.4,2.749048
Johnny Oduya,CHI,15,277.78,1,0,1,2,0.41,17,7,-0.4,0.431996554
Johnny Oduya,DAL,37,672.4,1,3,3,7,1.39,20,7,-0.4,0.6246282
Jon Merrill,N.J,51,946.88,1,1,4,6,1.63,22,16,0.2,0.380196
Jonas Brodin,MIN,68,1330.63,3,8,14,25,3.58,29,16,2,1.1272856
Jonathan Drouin,T.B,73,1292.58,21,17,15,53,15.02,65,45,1.7,2.460196
Jonathan Ericsson,DET,51,980.25,1,4,4,9,1.6,27,9,0.4,0.5508799
Jonathan Huberdeau,FLA,31,555.5,10,9,7,26,9.78,24,15,0.9,2.808281
Jonathan Marchessault,FLA,75,1268.32,30,10,11,51,17.47,46,64,1.4,2.41264033
Jonathan Toews,CHI,72,1451.1,21,21,16,58,23.51,37,37,0.6,2.39818072
Jonny Brodzinski,L.A,6,73.72,0,1,1,2,1.53,1,2,0.1,1.6277808
Joonas Donskoi,S.J,61,842.47,6,5,6,17,12.16,35,31,0,1.21072567
Jordan Eberle,EDM,82,1374.95,20,14,17,51,23.18,44,38,0.7,2.22553563
Jordan Martinook,ARI,77,1207.3,11,10,4,25,12.09,21,40,0.6,1.24244177
Jordan Nolan,L.A,46,499.37,4,2,2,8,4.28,10,5,-0.5,0.961211145
Jordan Oesterle,EDM,2,34.57,0,0,0,0,0.04,2,2,0,0
Jordan Schmaltz,STL,9,129.07,0,1,1,2,0.22,2,1,0.2,0.929728031
Jordan Schroeder,MIN,37,361.83,6,4,3,13,3.26,5,11,0.5,2.15570855
Jordan Staal,CAR,75,1399.62,16,11,18,45,23.03,42,55,2.1,1.929095
Jordan Weal,PHI,23,329.15,8,2,2,12,6.2,6,14,0.9,2.18745255
Jordie Benn,DAL,58,1079.43,2,7,6,15,3.54,36,12,-1.3,0.8337733
Jordie Benn,MTL,13,218.9,2,0,0,2,0.29,13,2,-1.3,0.548195541
Jordin Tootoo,CHI,50,337.35,2,0,1,3,4.06,9,9,-0.4,0.533570468
Jori Lehtera,STL,64,971.22,7,7,8,22,7.58,14,21,0.5,1.35911536
Joseph Blandisi,N.J,27,360.72,3,4,2,9,3.25,4,7,0.1,1.49700594
Joseph Cramarossa,ANA,49,480.95,4,3,3,10,3.46,14,7,0,1.24753094
Joseph Cramarossa,VAN,10,105.85,0,0,0,0,0.62,1,1,0,0
Joseph Labate,VAN,13,87.93,0,0,0,0,0.46,1,3,0.1,0
Josh Anderson,CBJ,78,937.55,17,8,4,29,12.94,16,25,1,1.855901
Josh Archibald,PIT,10,108.65,3,0,0,3,2.18,2,0,0,1.65669584
Josh Bailey,NYI,82,1506.47,13,30,13,56,19.78,61,54,2.2,2.23037958
Josh Gorges,BUF,66,1218.18,1,3,2,6,1.38,17,7,0.5,0.2955228
Josh Jooris,ARI,42,555.3,3,3,4,10,3.32,4,8,0,1.080497
Josh Jooris,NYR,12,103.27,1,0,1,2,0.63,1,2,0,1.16200256
Josh Leivo,TOR,13,163.47,2,6,2,10,3.58,2,11,0.8,3.67039824
Josh Manson,ANA,82,1527.32,5,4,8,17,4.76,57,23,0.9,0.6678365
Josh Morrissey,WPG,82,1597.07,6,9,5,20,4.06,39,15,1.2,0.751376
Joshua Ho-Sang,NYI,21,345.58,4,5,1,10,2.08,20,9,0.4,1.73621166
Jujhar Khaira,EDM,10,92.57,1,0,0,1,1.11,2,1,0,0.648158133
Julian Melchiori,WPG,18,330.62,0,1,1,2,0.42,18,4,-0.3,0.362954468
Julius Honka,DAL,16,269.9,1,4,0,5,1.32,9,6,0.2,1.11152279
Jussi Jokinen,FLA,69,1201.32,11,11,6,28,10.71,59,27,-0.3,1.3984617
Justin Abdelkader,DET,64,1066.15,7,9,5,21,12,18,15,-0.6,1.18182242
Justin Bailey,BUF,32,340.23,2,1,1,4,2.49,10,8,0,0.7054051
Justin Braun,S.J,81,1626.48,4,4,5,13,2.95,59,40,-0.2,0.479563236
Justin Dowling,DAL,9,94.23,0,1,1,2,1.22,1,3,-0.2,1.2734797
Justin Falk,BUF,52,712.3,0,2,6,8,1.32,22,7,-0.3,0.673873365
Justin Faulk,CAR,75,1735.55,17,11,9,37,12.6,45,53,0.5,1.27913344
Justin Schultz,PIT,78,1594.98,12,15,24,51,8.94,37,22,3.3,1.91851938
Justin Williams,WSH,80,1238.13,24,8,16,48,18.22,44,37,1.7,2.32608843
Jyrki Jokipakka,CGY,38,548.4,1,1,4,6,0.79,25,6,-0.3,0.6564551
Jyrki Jokipakka,OTT,3,42.97,0,0,0,0,0.06,0,0,-0.3,0
Kalle Kossila,ANA,1,6.9,0,0,0,0,0.02,0,0,0,0
Karl Alzner,WSH,82,1622.85,3,5,5,13,3.68,52,17,0.5,0.4806359
Karl Stollery,N.J,11,186.1,0,0,3,3,0.4,6,3,0.1,0.9672219
Kasperi Kapanen,TOR,8,85.57,1,0,0,1,1.1,4,2,-0.1,0.701180339
Keith Yandle,FLA,82,1807.27,5,19,17,41,8.18,76,24,0.2,1.3611691
Kenny Agostino,STL,7,89.43,1,2,0,3,1.2,4,1,0.1,2.01274729
Kevan Miller,BOS,58,1032.12,3,4,6,13,2.03,21,7,0,0.7557261
Kevin Bieksa,ANA,81,1518.83,3,2,9,14,5.17,54,13,-0.4,0.5530573
Kevin Connauton,ARI,24,315.17,0,1,0,1,0.6,5,4,0.1,0.190373436
Kevin Fiala,NSH,54,729.67,11,3,2,16,12.11,27,39,0.3,1.31566322
Kevin Gravel,L.A,49,693.37,1,3,3,7,2.05,24,2,1.1,0.6057372
Kevin Hayes,NYR,76,1258.47,17,18,14,49,14.32,66,54,0.5,2.3361702
Kevin Klein,NYR,60,1058.17,3,6,5,14,3.21,35,12,0.5,0.793823242
Kevin Labanc,S.J,55,752.32,8,10,2,20,8.67,27,16,0.5,1.595066
Kevin Porter,PIT,2,22.5,0,0,0,0,0.1,0,2,0,0
Kevin Rooney,N.J,4,40.75,0,0,0,0,0.1,1,0,-0.1,0
Kevin Shattenkirk,STL,61,1211.33,11,12,19,42,6.32,29,18,1,2.080358
Kevin Shattenkirk,WSH,19,383.92,2,9,3,14,1.83,11,18,1,2.18795586
Klas Dahlbeck,CAR,43,597.2,2,2,2,6,1.97,15,11,-1.8,0.6028131
Korbinian Holzer,ANA,32,432.42,2,2,3,7,0.8,11,3,0.3,0.9712779
Kris Letang,PIT,41,1046.23,5,9,20,34,7.09,43,30,0,1.94985807
Kris Russell,EDM,68,1442.75,1,2,10,13,3.26,60,36,-0.5,0.5406342
Kris Versteeg,CGY,69,1016.18,15,10,12,37,10.74,31,38,0.6,2.18465233
Kurtis Gabriel,MIN,13,75.65,0,0,1,1,0.22,3,0,-0.1,0.7931262
Kyle Brodziak,STL,69,773.23,8,3,4,15,5.48,6,33,0.5,1.16394866
Kyle Clifford,L.A,73,782.8,6,6,0,12,11.04,7,17,-0.5,0.9197752
Kyle Connor,WPG,20,244.42,2,1,2,5,2.63,5,11,-0.5,1.22739553
Kyle Okposo,BUF,65,1233.05,19,13,13,45,17.91,36,26,1.5,2.18969226
Kyle Palmieri,N.J,80,1387.92,26,13,14,53,21.36,34,29,2.6,2.29119825
Kyle Quincey,CBJ,20,318.42,2,1,0,3,0.69,12,6,-1.1,0.5652911
Kyle Quincey,N.J,53,987.83,4,4,4,12,2.52,26,13,-1.1,0.728870332
Kyle Rau,FLA,24,230.4,2,0,1,3,1.6,2,7,-0.1,0.78125
Kyle Turris,OTT,78,1520.82,27,21,7,55,17.99,57,25,0.3,2.169882
Lance Bouma,CGY,61,692.13,3,1,3,7,5.48,9,17,0.7,0.606822431
Lars Eller,WSH,81,1125.97,12,6,7,25,13.07,32,31,1.4,1.33218467
Laurent Dauphin,ARI,24,261.83,2,1,0,3,2.75,3,9,-0.2,0.687469
Lauri Korpikoski,CBJ,9,74.2,0,0,0,0,0.45,2,1,-0.1,0
Lauri Korpikoski,DAL,60,781.87,8,9,3,20,8.71,19,11,-0.1,1.534782
Lawson Crouse,ARI,72,855.97,5,5,2,12,8.81,5,14,-1.4,0.841151
Lee Stempniak,CAR,82,1299.17,16,13,11,40,17.21,49,57,1.7,1.84733319
Leo Komarov,TOR,82,1400.03,14,11,7,32,14.73,25,46,1.8,1.37139916
Leon Draisaitl,EDM,82,1548.48,29,31,17,77,28.62,75,75,3.2,2.983571
Liam O'Brien,WSH,1,6.13,0,0,0,0,0,1,0,0,0
Linden Vey,CGY,4,44.07,0,0,0,0,0.46,2,0,-0.1,0
Logan Couture,S.J,73,1285.23,25,21,6,52,20.26,76,39,1.4,2.427581
Logan Shaw,ANA,55,534,3,4,3,10,5.44,7,10,-0.4,1.12359548
Loui Eriksson,VAN,65,1213.75,11,10,3,24,14.1,16,37,0.8,1.18640578
Luca Sbisa,VAN,82,1555.77,2,4,7,13,3.59,50,19,1.1,0.501359463
Lucas Wallmark,CAR,8,86.9,0,0,2,2,1.28,1,3,-0.1,1.38089752
Lukas Sedlak,CBJ,62,602.83,7,3,3,13,7.38,10,15,0.8,1.293897
Luke Gazdic,N.J,11,78.45,0,0,0,0,0.64,0,1,-0.2,0
Luke Glendening,DET,74,955.72,3,10,2,15,8.8,12,19,-0.1,0.941698432
Luke Schenn,ARI,78,1407.82,1,2,5,8,2.63,31,11,-0.7,0.3409527
Luke Witkowski,T.B,34,335.6,0,0,4,4,1.55,8,3,-0.5,0.715137064
MacKenzie Weegar,FLA,3,52.33,0,0,0,0,0.17,0,1,-0.2,0
Magnus Paajarvi,STL,32,388.98,8,3,2,13,4.75,0,11,1.3,2.00524449
Marc-Edouard Vlasic,S.J,75,1592.58,6,14,8,28,6.51,62,23,2.2,1.05489206
Marc Methot,OTT,68,1347.75,0,5,7,12,2.54,38,11,1.1,0.534223735
Marc Staal,NYR,72,1380.7,3,4,3,10,3.62,47,22,0.4,0.4345622
Marco Scandella,MIN,71,1302.03,4,4,5,13,3.24,36,28,-0.3,0.5990645
Marcus Foligno,BUF,80,1237.73,13,4,6,23,11.66,35,33,1.7,1.11494434
Marcus Johansson,WSH,82,1393.5,24,18,16,58,16.53,48,40,3.7,2.497309
Marcus Kruger,CHI,70,981.43,5,4,8,17,7.8,10,24,1.8,1.03929985
Marcus Sorensen,S.J,19,205.47,1,1,2,4,1.97,11,9,-0.1,1.16805375
Marek Hrivik,NYR,16,166.55,0,1,1,2,1.87,2,5,-0.1,0.720504344
Marian Gaborik,L.A,56,828.22,10,9,2,21,12.38,24,7,0.3,1.521335
Marian Hossa,CHI,73,1230.6,26,11,8,45,20.75,29,47,0.8,2.19405174
Mark Barberio,COL,34,702.48,2,4,3,9,3.23,18,11,-0.1,0.7687052
Mark Barberio,MTL,26,393.18,0,2,2,4,1.56,15,5,-0.1,0.6104075
Mark Borowiecki,OTT,70,980.75,1,2,0,3,1.75,18,6,-0.8,0.183533013
Mark Fayne,EDM,4,31.67,0,2,0,2,0.17,2,0,0.1,3.789075
Mark Giordano,CGY,81,1910.17,12,12,15,39,8.53,43,45,3.7,1.22502184
Mark Jankowski,CGY,1,10.3,0,0,0,0,0,0,1,0,0
Mark Letestu,EDM,78,1110.5,16,12,7,35,13.81,24,24,1.2,1.89104009
Mark McNeill,DAL,1,13.82,0,0,0,0,0.22,1,0,0,0
Mark Pysyk,FLA,82,1521.98,4,3,10,17,3.71,36,31,1.7,0.670179665
Mark Scheifele,WPG,79,1624.05,32,26,24,82,25.38,42,67,3.9,3.02946329
Mark Stone,OTT,71,1317.87,22,17,15,54,18.35,47,96,3.6,2.45851254
Mark Streit,PHI,49,948.15,5,4,12,21,4.96,31,10,-0.7,1.32890368
Mark Streit,PIT,19,324.95,1,2,3,6,1.6,8,6,-0.7,1.10786271
Mark Stuart,WPG,42,523.08,2,1,1,4,0.73,23,3,-0.2,0.45882082
Marko Dano,WPG,38,406.02,4,3,4,11,6.12,10,18,0.7,1.62553573
Markus Granlund,VAN,69,1193.73,19,8,5,32,14.78,18,33,1.3,1.60840392
Markus Hannikainen,CBJ,10,91.27,1,0,1,2,0.58,0,0,0.1,1.31478035
Markus Nutivaara,CBJ,66,872.03,2,1,4,7,2.78,20,9,-0.7,0.4816348
Martin Frk,CAR,2,16.67,0,0,0,0,0.04,1,0,0,0
Martin Hanzal,ARI,51,947.75,16,7,3,26,15.61,27,23,0.6,1.64600372
Martin Hanzal,MIN,20,310.35,4,5,4,13,3.5,3,8,0.6,2.51329136
Martin Marincin,TOR,25,451.18,1,2,4,7,0.89,15,7,0.7,0.930892348
Mason Raymond,ANA,4,35.63,0,0,0,0,0.07,1,0,-0.1,0
Mathew Barzal,NYI,2,19.5,0,0,0,0,0,0,0,-0.2,0
Mathieu Perreault,WPG,65,1058.75,13,18,14,45,17.41,20,33,1.8,2.550177
Mats Zuccarello,NYR,80,1506.13,15,23,21,59,18.38,54,70,3,2.35039473
Matt Bartkowski,CGY,24,369.3,1,0,1,2,0.61,13,3,0,0.324939072
Matt Beleskey,BOS,49,650.02,3,1,4,8,5.67,12,7,-0.7,0.7384388
Matt Benning,EDM,62,1029.85,3,6,6,15,2.88,49,7,1.6,0.8739137
Matt Calvert,CBJ,65,867.57,10,2,3,15,12.08,15,23,-1,1.03738022
Matt Carle,NSH,6,78.87,0,1,0,1,0.05,4,0,0.1,0.7607455
Matt Cullen,PIT,72,1002.13,13,10,8,31,14.56,32,20,0.3,1.85604656
Matt Duchene,COL,77,1408.65,18,14,9,41,20.18,46,60,0.5,1.74635291
Matt Dumba,MIN,76,1544.77,11,10,13,34,8.36,43,18,2.5,1.32058489
Matt Greene,L.A,26,342.73,1,0,1,2,0.38,17,3,-0.4,0.350129843
Matt Grzelcyk,BOS,2,24.97,0,0,0,0,0.09,0,0,0,0
Matt Hendricks,EDM,42,451.45,4,0,3,7,3.34,9,10,0.5,0.9303356
Matt Hunwick,TOR,72,1294.45,1,9,9,19,2.79,44,26,1.1,0.880682945
Matt Irwin,NSH,74,1203.8,3,4,7,14,3.1,39,18,1.7,0.6977903
Matt Lorito,DET,2,28.87,0,0,1,1,0.5,0,1,0,2.07828188
Matt Martin,TOR,82,729.6,5,2,2,9,6.76,13,16,0.1,0.7401316
Matt Moulson,BUF,81,940.13,14,9,9,32,16.04,12,18,1.9,2.04227066
Matt Nieto,COL,43,685.15,7,2,2,11,6.35,14,20,0,0.963292658
Matt Nieto,S.J,16,195.42,0,1,1,2,2.07,4,8,0,0.614062
Matt Niskanen,WSH,78,1729.73,5,17,17,39,6.31,67,36,1,1.35281229
Matt Puempel,NYR,27,274.35,6,2,1,9,3.78,6,6,0.2,1.96828866
Matt Puempel,OTT,13,110.7,0,0,0,0,1.28,0,2,0.2,0
Matt Read,PHI,63,869.1,10,7,2,19,9.02,18,21,0.8,1.31170177
Matt Stajan,CGY,81,1027.18,6,10,7,23,6.98,22,30,0.8,1.343484
Matt Tennyson,CAR,45,597.9,0,5,1,6,1.36,11,11,-1,0.602107346
Matthew Peca,T.B,10,114.45,1,1,0,2,0.92,2,0,-0.2,1.04849279
Matthew Tkachuk,CGY,76,1114.23,13,25,10,48,17.02,27,40,2.4,2.58474469
Mattias Ekholm,NSH,82,1923.58,3,6,14,23,7.62,66,38,0.7,0.717412353
Max Domi,ARI,59,1001.87,9,19,10,38,11.79,36,27,1.1,2.27574444
Max McCormick,OTT,7,47.32,0,0,0,0,0.43,0,2,-0.2,0
Max Pacioretty,MTL,81,1553.3,35,18,14,67,27.5,47,44,2.3,2.58803821
Melker Karlsson,S.J,67,857.65,11,5,6,22,9.4,23,17,1.2,1.53908932
Michael Bournival,T.B,19,192.8,2,0,1,3,2.17,3,6,-0.1,0.933609962
Michael Chaput,VAN,68,749.5,4,2,3,9,6.32,14,13,-0.6,0.7204803
Michael Del Zotto,PHI,51,994.7,6,7,5,18,5.04,30,9,1,1.08575451
Michael Frolik,CGY,82,1400.73,17,11,16,44,16.41,38,45,1.3,1.88473153
Michael Grabner,NYR,76,1071.2,27,9,4,40,23.99,22,48,1.4,2.240478
Michael Kapla,N.J,5,87.2,0,0,0,0,0.09,3,2,-0.2,0
Michael McCarron,MTL,31,306.55,1,3,1,5,2.17,6,7,0,0.9786332
Michael Raffl,PHI,52,689.63,8,2,1,11,8.37,17,13,-0.2,0.957034945
Michael Sgarbossa,ANA,9,85.22,0,1,1,2,0.62,2,0,-0.2,1.40812016
Michael Sgarbossa,FLA,29,338.62,2,4,1,7,2.34,12,6,-0.2,1.24032843
Michael Stone,ARI,45,910.1,1,3,5,9,2.13,20,3,0,0.5933414
Michael Stone,CGY,19,358.22,2,3,1,6,0.73,6,2,0,1.004969
Michael Zalewski,VAN,1,8.05,0,0,0,0,0.01,0,0,0,0
Michal Kempny,CHI,50,748.3,2,2,4,8,2.52,26,6,0.6,0.641454
Michal Rozsival,CHI,22,340.9,1,2,0,3,0.83,10,5,-0.7,0.528014064
Micheal Ferland,CGY,76,878.93,15,6,4,25,12.14,38,36,0.5,1.70662057
Micheal Haley,S.J,58,532.32,2,7,3,12,4.5,19,18,0.7,1.35256982
Miikka Salomaki,NSH,5,61.07,0,0,0,0,0.21,0,1,-0.1,0
Mika Zibanejad,NYR,56,956.03,14,8,15,37,14.32,31,36,2.2,2.32210279
Mikael Backlund,CGY,81,1426.08,22,21,10,53,21.54,49,57,1.8,2.229889
Mikael Granlund,MIN,81,1524.78,26,31,12,69,22.08,33,43,3.5,2.71514583
Mike Blunden,OTT,2,16.23,0,0,0,0,0.02,0,0,0,0
Mike Cammalleri,N.J,61,1058.65,10,14,7,31,13.99,32,24,1,1.75695455
Mike Fisher,NSH,72,1196.42,18,17,7,42,13.76,19,21,1.1,2.10628366
Mike Green,DET,72,1696.05,14,14,8,36,7.61,52,24,0.5,1.27354729
Mike Hoffman,OTT,74,1301.85,26,24,11,61,20.3,54,45,2.6,2.811384
Mike Liambas,NSH,1,4.7,0,0,0,0,0,1,0,0,0
Mike Matheson,FLA,81,1705.88,7,7,3,17,7.33,65,48,1.4,0.597931862
Mike Reilly,MIN,17,210.48,1,0,0,1,0.75,6,0,0.2,0.28506273
Mike Ribeiro,NSH,46,734.62,4,10,11,25,4.09,27,10,-0.3,2.041872
Mike Vecchione,PHI,2,17,0,0,0,0,0.13,1,0,0,0
Mikhail Grigorenko,COL,75,1056.68,10,8,5,23,7.86,26,35,0,1.30597711
Mikhail Sergachev,MTL,4,48.5,0,0,0,0,0.09,3,1,0,0
Mikkel Boedker,S.J,81,1162.3,10,10,6,26,14.61,37,31,0.9,1.3421663
Mikko Koivu,MIN,80,1529.22,18,14,26,58,16.2,28,39,2.3,2.27567
Mikko Rantanen,COL,75,1353.13,20,10,8,38,14.57,32,49,0.7,1.68498218
Milan Lucic,EDM,82,1407.25,23,19,8,50,23.15,49,26,0.3,2.13181734
Milan Michalek,TOR,5,71.35,1,0,1,2,0.65,1,3,0.1,1.68185008
Miles Wood,N.J,60,771.15,8,5,4,17,12.48,14,16,0.3,1.32269979
Mirco Mueller,S.J,4,38.37,1,0,1,2,0.04,2,2,0.2,3.12744331
Mitch Callahan,DET,4,27.25,0,0,0,0,0.15,0,1,0,0
Mitch Marner,TOR,77,1294.38,19,24,18,61,20.11,62,67,1.9,2.82760859
Morgan Rielly,TOR,76,1684.82,6,14,7,27,10.39,76,34,0,0.96152705
Nail Yakupov,STL,40,425.88,3,3,3,9,3.35,3,11,0.7,1.26796281
Nate Prosser,MIN,39,496.48,2,2,3,7,0.71,10,3,0.1,0.8459555
Nate Schmidt,WSH,60,928.72,3,6,8,17,3.9,44,36,1.7,1.09828579
Nate Thompson,ANA,30,311.57,1,0,1,2,1.15,5,6,0,0.3851462
Nathan Beaulieu,MTL,74,1441.5,4,14,10,28,5.3,71,16,2.2,1.1654526
Nathan MacKinnon,COL,82,1635.4,16,25,12,53,23.47,45,47,2,1.94447839
Nazem Kadri,TOR,82,1359.5,32,15,14,61,28.04,59,58,2.5,2.69216633
Nelson Nogier,WPG,10,117.13,0,0,0,0,0.31,6,0,0,0
Nic Dowd,L.A,70,871.9,6,10,6,22,9.6,22,19,0.3,1.51393509
Nic Petan,WPG,54,588.6,1,8,4,13,7.31,18,16,0,1.32517838
Nick Baptiste,BUF,14,129.35,3,0,1,4,1.38,1,1,0.1,1.855431
Nick Bjugstad,FLA,54,710.25,7,3,4,14,9.64,17,21,-1.3,1.18268216
Nick Bonino,PIT,80,1332.18,18,12,7,37,15.45,24,41,-1.5,1.66644144
Nick Cousins,PHI,60,720.07,6,5,5,16,9.57,14,15,-0.1,1.33320367
Nick Foligno,CBJ,79,1455.6,26,14,11,51,22.82,35,44,1.4,2.102226
Nick Holden,NYR,80,1649.02,11,9,14,34,5.58,61,23,1.5,1.23709834
Nick Jensen,DET,49,870.03,4,5,4,13,2.32,37,10,0.5,0.8965208
Nick Lappin,N.J,43,504,4,1,2,7,5.42,6,13,-0.1,0.8333333
Nick Leddy,NYI,81,1840.17,11,17,18,46,8.31,48,26,-0.3,1.49986136
Nick Paul,OTT,1,16.48,0,0,0,0,0.44,0,1,0,0
Nick Ritchie,ANA,77,999.87,14,8,6,28,16.92,23,16,0.4,1.68021846
Nick Schmaltz,CHI,61,808.93,6,16,6,28,6.71,22,46,1,2.07681751
Nick Schultz,PHI,28,427.12,0,3,1,4,1.15,13,2,0.1,0.561903
Nick Shore,L.A,70,895.17,6,6,5,17,8.1,19,11,0.8,1.1394484
Nick Sorensen,ANA,5,54.45,0,0,1,1,0.42,0,0,-0.1,1.10192835
Nicklas Backstrom,WSH,82,1497.32,23,32,31,86,18.01,54,61,1.9,3.44615722
Nicklas Grossmann,CGY,3,39.03,0,0,0,0,0.03,1,0,-0.1,0
Nicklas Jensen,NYR,7,64.4,0,0,0,0,0.23,1,2,-0.2,0
Nicolas Deslauriers,BUF,42,311.47,0,2,0,2,2.09,3,2,-0.6,0.38526985
Nicolas Kerdiles,ANA,1,11.13,0,0,0,0,0.09,2,0,0,0
Nikita Kucherov,T.B,74,1438.67,40,28,17,85,27.56,64,54,3,3.54494071
