Player,Team,GP,Goals,Assists,Total Points,IPP,ixG,PIM,Giveaways,Takeaways
Carson Soucy,MIN,55,6,7,13,36.11,2.4,6,14,16
Tomas Nosek,VGK,67,7,6,13,56.52,9.57,14,14,17
Haydn Fleury,CAR,45,4,9,13,61.9,2.55,6,24,14
Michael Amadio,L.A,68,6,7,13,48.15,7.65,10,19,27
Philippe Myers,PHI,50,4,9,13,28.26,2.77,18,30,21
Dillon Dube,CGY,45,5,8,13,59.09,5.68,4,14,15
Sam Steel,ANA,65,4,9,13,56.52,7.09,14,27,22
Brett Howden,NYR,70,7,6,13,54.17,7,18,22,13
Filip Hronek,DET,65,4,9,13,37.14,2.59,19,57,16
Drake Caggiula,CHI,40,8,5,13,59.09,5.45,18,5,16
David Kampf,CHI,70,7,6,13,68.42,8.21,6,16,28
Trevor Lewis,L.A,56,6,6,12,54.55,7.81,16,13,8
Milan Lucic,CGY,68,3,9,12,37.5,5.18,24,36,19
Mathieu Perreault,WPG,49,5,7,12,70.59,5.23,6,10,16
Alec Martinez,"L.A, VGK",51,3,9,12,30.77,2.12,19,22,13
Jake Gardiner,CAR,68,2,10,12,38.71,2.42,24,31,25
Nic Dowd,WSH,56,4,8,12,54.55,3.83,24,7,15
Jake McCabe,BUF,66,2,10,12,33.33,1.9,20,20,15
Carter Verhaeghe,T.B,52,8,4,12,66.67,5.29,8,11,19
Robert Hagg,PHI,49,2,10,12,36.36,1.44,24,26,6
Frederik Gauthier,TOR,61,7,5,12,70.59,3.83,4,13,7
Nicolas Aube-Kubel,PHI,36,5,7,12,66.67,4.24,15,9,13
Sam Lafferty,PIT,50,5,7,12,85.71,3.78,21,12,16
Sammy Blais,STL,40,6,6,12,75,5.5,16,18,12
Pierre Engvall,TOR,48,6,6,12,60,5.74,4,19,9
Vince Dunn,STL,71,5,7,12,23.53,4.83,14,26,12
Ivan Provorov,PHI,69,5,7,12,22.22,4.48,18,54,10
Matt Roy,L.A,70,2,10,12,25,3.13,8,34,6
Henri Jokiharju,BUF,69,3,9,12,30.77,2.03,22,27,6
Eric Robinson,CBJ,50,7,5,12,52.17,5.85,8,11,12
Duncan Keith,CHI,61,0,11,11,25.58,2.67,12,55,33
James Neal,EDM,55,5,6,11,47.83,6.34,6,22,22
Leo Komarov,NYI,48,2,9,11,61.11,3.45,10,14,9
Michael Frolik,"BUF, CGY",57,4,7,11,91.67,4.58,22,27,26
P.K. Subban,N.J,68,4,7,11,30.56,3.28,37,52,16
Antoine Roussel,VAN,41,6,5,11,50,4.94,35,12,7
Matt Grzelcyk,BOS,68,3,8,11,32.35,3.54,24,34,16
Dominic Toninato,FLA,46,4,7,11,52.38,5.07,21,13,17
Mattias Janmark,DAL,62,3,8,11,61.11,5.79,8,25,20
Nikita Zadorov,COL,64,4,7,11,28.95,2.95,34,28,16
Ryan Carpenter,CHI,69,2,9,11,50,8.4,12,26,23
Melker Karlsson,S.J,61,5,6,11,61.11,4.74,16,8,20
Sam Bennett,CGY,52,8,3,11,64.71,7.29,28,20,19
Brendan Lemieux,NYR,59,3,8,11,57.89,6.82,57,28,13
Rasmus Andersson,CGY,70,4,7,11,28.21,3.61,40,36,17
Erik Cernak,T.B,67,4,7,11,25.58,4.11,37,25,14
Jacob Larsson,ANA,60,2,9,11,35.48,1.77,6,30,6
Troy Terry,ANA,47,3,8,11,68.75,5.41,2,14,30
Zach Aston-Reese,PIT,57,4,7,11,52.38,7.24,18,21,18
Alexandre Texier,CBJ,36,5,6,11,64.71,3.65,8,12,16
Emil Bemstrom,CBJ,56,4,7,11,68.75,5.54,4,15,10
Adam Boqvist,CHI,41,4,7,11,36.67,1.86,6,25,10
Jack Hughes,N.J,61,2,9,11,64.71,8.64,10,34,31
Mikko Koivu,MIN,55,3,7,10,40,6.02,18,9,25
Marc-Edouard Vlasic,S.J,70,3,7,10,27.03,2.48,6,33,15
Nathan Gerbe,CBJ,30,4,6,10,76.92,3.56,6,10,4
Andy Greene,"N.J, NYI",63,2,8,10,29.41,2.38,14,32,12
Michael Grabner,ARI,46,7,3,10,66.67,4.92,6,10,23
Nick Holden,VGK,61,4,6,10,25.64,2.97,8,32,21
Travis Hamonic,CGY,50,2,8,10,27.78,2.79,17,26,19
Alex Chiasson,EDM,65,5,5,10,47.62,6.17,30,20,13
Sami Vatanen,N.J,47,4,6,10,40,2.04,10,20,11
Jordan Weal,MTL,49,6,4,10,62.5,5.69,12,12,21
Austin Watson,NSH,53,6,4,10,55.56,4.02,24,19,12
Riley Sheahan,EDM,66,5,5,10,58.82,6.09,4,21,22
Colin Blackwell,NSH,27,3,7,10,58.82,2.48,8,7,6
Scott Mayfield,NYI,67,4,6,10,27.03,3.44,27,57,18
Jamie Oleksiak,DAL,69,3,7,10,33.33,2.85,34,43,24
Hampus Lindholm,ANA,55,1,9,10,32.26,2.51,22,39,12
Slater Koekkoek,CHI,42,1,9,10,37.04,2,28,27,8
Brendan Leipsic,WSH,61,3,7,10,47.62,4.67,2,24,8
Esa Lindell,DAL,69,1,9,10,22.73,2.62,6,45,16
Mackenzie MacEachern,STL,51,7,3,10,62.5,5.61,12,11,14
Devin Shore,"ANA, CBJ",45,5,5,10,55.56,3.75,2,7,12
Jordan Martinook,CAR,45,2,8,10,66.67,4.67,14,17,21
Jonathan Drouin,MTL,27,6,4,10,76.92,3.53,10,10,11
Jordan Oesterle,ARI,58,3,7,10,40,2.36,12,32,11
Michael Dal Colle,NYI,53,4,6,10,62.5,5.19,10,18,10
Alex Tuch,VGK,42,5,5,10,66.67,6.33,6,25,23
Jayce Hawryluk,"FLA, OTT",26,3,7,10,90.91,2.63,10,12,11
Travis Dermott,TOR,56,4,6,10,23.81,2.1,16,39,22
Austin Wagner,L.A,65,5,5,10,58.82,12.68,19,21,20
Max Jones,ANA,59,7,3,10,62.5,8.06,20,29,18
Victor Mete,MTL,51,4,6,10,30.3,2.93,16,31,7
Dylan Gambrell,S.J,50,5,5,10,47.62,4.46,8,14,10
Brad Richardson,ARI,59,5,4,9,45,7.4,12,14,10
Jack Johnson,PIT,67,1,8,9,21.95,1.86,22,23,9
Marc Staal,NYR,52,2,7,9,33.33,1.6,16,30,14
Paul Byron,MTL,29,3,6,9,69.23,2.8,2,10,11
Sam Gagner,"DET, EDM",42,3,6,9,56.25,5.9,12,19,11
Ryan McDonagh,T.B,50,0,9,9,26.47,1.88,12,27,23
Luca Sbisa,WPG,44,2,7,9,33.33,1.62,14,21,4
Dmitry Kulikov,WPG,51,2,7,9,30,2.33,28,49,13
Justin Faulk,STL,69,4,5,9,20.93,5.25,26,29,21
Chris Wagner,BOS,67,5,4,9,42.86,7.15,29,18,12
Travis Boyd,WSH,24,3,6,9,60,2.16,2,6,7
Brad Hunt,MIN,59,5,4,9,29.03,2.66,4,12,13
Jujhar Khaira,EDM,64,6,3,9,60,5.61,29,33,12
Jacob de la Rose,"DET, STL",50,2,7,9,60,3.66,8,6,12
Jonas Siegenthaler,WSH,64,2,7,9,28.13,1.2,28,25,11
Nicolas Roy,VGK,28,4,5,9,64.29,4.18,8,5,9
Dmytro Timashov,"DET, TOR",44,4,5,9,69.23,2.19,14,7,5
Dante Fabbro,NSH,64,3,6,9,21.95,2.41,28,33,19
Nikita Zaitsev,OTT,58,0,9,9,27.27,2.21,14,37,16
Mario Ferraro,S.J,61,1,8,9,28.13,2.42,24,17,15
Kaapo Kakko,NYR,66,7,2,9,56.25,6.12,14,17,31
Ron Hainsey,OTT,64,1,7,8,18.18,1.41,8,46,9
Dan Hamhuis,NSH,60,0,8,8,29.63,1.52,33,27,8
Jay Bouwmeester,STL,56,1,7,8,23.53,1.54,14,28,8
Johnny Boychuk,NYI,64,1,7,8,34.78,2.88,14,38,5
Kris Russell,EDM,55,0,8,8,40,1.49,10,30,27
Jason Demers,ARI,50,0,8,8,26.67,1.85,16,29,10
Zack Smith,CHI,50,3,5,8,61.54,2.8,19,12,15
Matt Martin,NYI,55,5,3,8,61.54,5.35,13,16,11
Brayden McNabb,VGK,71,1,7,8,16.33,2.61,30,26,27
Casey Cizikas,NYI,48,6,2,8,47.06,5.58,18,24,29
David Savard,CBJ,68,0,8,8,17.78,2.83,18,40,16
Erik Gudbranson,"ANA, PIT",51,4,4,8,25.81,2.05,25,30,0
Taylor Fedun,DAL,27,2,6,8,53.33,1.54,8,11,2
Scott Harrington,CBJ,39,1,7,8,61.54,1.48,16,9,5
Nathan Beaulieu,WPG,38,1,7,8,32,1.24,16,21,5
Stefan Noesen,"PIT, S.J",40,6,2,8,80,6.25,14,7,16
Cody Ceci,TOR,56,1,7,8,22.86,2.29,12,23,10
Nikolai Prokhorkin,L.A,43,3,5,8,88.89,5.44,4,13,19
Matthew Benning,EDM,43,1,7,8,34.78,1.3,15,16,11
Josh Brown,FLA,56,3,5,8,25.81,2.42,21,23,7
Trevor van Riemsdyk,CAR,49,1,7,8,36.36,1.28,4,15,12
Brendan Guhle,ANA,30,4,4,8,44.44,1.39,4,22,6
Christian Fischer,ARI,56,5,3,8,42.11,6.54,12,8,6
Caleb Jones,EDM,43,4,4,8,29.63,1.28,8,26,7
Evan Rodrigues,"BUF, PIT",45,4,4,8,72.73,5.01,10,11,12
Trevor Moore,"L.A, TOR",42,5,3,8,47.06,5.98,6,17,18
Max Comtois,ANA,29,3,5,8,66.67,3.03,18,17,4
Radim Simek,S.J,48,1,7,8,36.36,1.84,12,33,16
Filip Zadina,DET,28,4,4,8,72.73,3.51,0,14,12
Justin Williams,CAR,20,5,2,7,53.85,2.78,6,12,3
Loui Eriksson,VAN,49,4,3,7,36.84,4.83,12,6,12
Mike Green,"DET, EDM",50,2,5,7,33.33,2.21,24,39,12
Bobby Ryan,OTT,24,4,3,7,63.64,2.34,18,11,9
Michael Stone,CGY,33,2,5,7,38.89,1.52,12,9,6
Nick Jensen,WSH,68,0,7,7,17.95,2.43,11,43,25
Patrik Nemeth,DET,64,1,6,7,22.58,3.72,22,41,7
Joakim Nordstrom,BOS,48,4,3,7,70,3.49,15,9,11
Anthony Bitetto,WPG,51,0,7,7,25.93,1.52,23,17,14
Dylan DeMelo,"OTT, WPG",59,0,7,7,18.42,1.98,35,36,8
Tobias Rieder,CGY,55,2,5,7,77.78,7.03,4,6,14
Andrew Shaw,CHI,26,2,5,7,77.78,3.16,22,11,11
Adam Lowry,WPG,49,2,5,7,46.67,4.8,18,8,23
Ryan Murray,CBJ,27,2,5,7,53.85,1.53,4,12,4
Mark Jankowski,CGY,56,5,2,7,70,4.27,14,16,25
Kurtis MacDermid,L.A,45,3,4,7,46.67,1.62,35,24,5
Tyler Motte,VAN,34,4,3,7,87.5,2.62,0,9,13
Curtis Lazar,BUF,38,3,4,7,63.64,3.72,0,9,9
Jansen Harkins,WPG,29,2,5,7,63.64,2,0,7,7
Denis Malgin,"FLA, TOR",44,2,5,7,46.67,4,12,15,24
Mason Appleton,WPG,46,4,3,7,58.33,4.5,8,8,7
Markus Nutivaara,CBJ,37,2,5,7,41.18,2.06,4,13,6
Jordan Kyrou,STL,28,4,3,7,50,2.81,6,6,13
Nicolas Hague,VGK,38,0,7,7,21.88,1.66,22,10,13
Jan Rutta,T.B,33,1,6,7,25.93,1.83,12,8,2
Antti Suomela,S.J,20,1,6,7,70,1.87,4,4,6
Joakim Nygard,EDM,33,1,6,7,53.85,3.82,6,9,14
Gaetan Haas,EDM,58,4,3,7,58.33,4.84,0,21,22
Brendan Smith,NYR,62,2,4,6,54.55,3.05,33,22,13
Carl Gunnarsson,STL,36,2,4,6,28.57,0.99,12,9,2
Robert Bortuzzo,STL,42,2,4,6,26.09,1.45,17,9,1
Jay Beagle,VAN,55,1,5,6,60,5.36,18,7,8
Zach Bogosian,"BUF, T.B",27,1,5,6,37.5,1.11,12,8,2
Jordie Benn,VAN,44,1,5,6,28.57,1.19,13,16,7
Calvin de Haan,CHI,29,1,5,6,31.58,0.91,6,27,9
Gabriel Bourque,WPG,52,2,4,6,75,2.75,2,14,5
Justin Dowling,DAL,29,3,3,6,60,2.18,8,8,12
Greg McKegg,NYR,53,3,3,6,60,4.7,12,12,12
Josh Manson,ANA,50,1,5,6,21.43,2.31,23,35,19
Nick Shore,"TOR, WPG",63,3,3,6,54.55,2.85,16,14,8
Mike Reilly,"MTL, OTT",44,0,6,6,21.43,2.41,14,35,5
Adam Larsson,EDM,49,1,5,6,20.69,2.1,25,31,16
Colin Miller,BUF,51,0,6,6,25,1.98,14,24,7
Adam Pelech,NYI,38,1,5,6,23.08,1.69,14,43,29
Martin Frk,L.A,17,4,2,6,66.67,1.86,2,8,2
Connor Carrick,N.J,29,1,5,6,46.15,0.75,13,12,5
Scott Sabourin,OTT,35,2,4,6,85.71,2.36,23,6,5
Chad Ruhwedel,PIT,41,2,4,6,30,1.25,10,15,7
Vladislav Kamenev,COL,38,1,5,6,75,1.99,2,7,17
Matthew Highmore,CHI,36,2,4,6,54.55,3.14,4,9,14
Oliver Kylington,CGY,48,1,5,6,30,1.31,12,29,7
Mitchell Stephens,T.B,38,3,3,6,46.15,3.88,8,4,6
Filip Chlapik,OTT,31,3,3,6,75,2.17,8,6,8
Yakov Trenin,NSH,21,2,4,6,66.67,1.99,2,3,7
Zack MacEwen,VAN,17,5,1,6,60,1.8,18,8,4
Cody Glass,VGK,39,4,2,6,54.55,3.37,4,12,16
Casey Mittelstadt,BUF,31,3,3,6,54.55,2.03,2,8,6
Morgan Frost,PHI,20,1,5,6,50,2.54,4,4,10
Jesperi Kotkaniemi,MTL,36,5,1,6,50,3.06,6,20,14
Rasmus Sandin,TOR,28,1,5,6,40,0.81,6,14,2
Par Lindholm,BOS,40,3,3,6,54.55,2.48,4,13,10
Joel Kellman,S.J,31,3,3,6,85.71,2.27,4,8,6
Deryk Engelland,VGK,49,1,4,5,15.63,1.43,21,13,14
Trevor Daley,DET,43,0,5,5,31.25,1.41,18,18,5
Frans Nielsen,DET,60,3,2,5,50,4.5,8,12,9
David Backes,"ANA, BOS",22,0,5,5,62.5,2.46,4,8,5
Andrej Sekera,DAL,57,1,4,5,23.81,1.86,12,45,7
Justin Schultz,PIT,46,3,2,5,16.67,2.53,2,13,5
Dale Weise,MTL,23,1,4,5,62.5,1.14,11,12,8
Zac Rinaldo,CGY,19,3,2,5,83.33,1.51,32,5,5
Brian Dumoulin,PIT,28,0,5,5,14.71,1.42,8,12,10
Stephen Johns,DAL,17,2,3,5,50,0.84,10,7,5
Jon Merrill,VGK,49,2,3,5,16.13,1.67,24,23,13
Vladimir Tarasenko,STL,10,1,4,5,83.33,1.39,0,4,3
Tom Kuhnhackl,NYI,28,3,2,5,71.43,2.24,0,11,4
Micheal Ferland,VAN,14,1,4,5,83.33,0.88,7,1,2
Brett Ritchie,BOS,27,2,3,5,62.5,2.72,21,4,3
Shayne Gostisbehere,PHI,42,2,3,5,23.81,1.8,12,25,7
Brett Kulak,MTL,56,0,5,5,14.29,2.48,12,31,13
Joseph Blandisi,PIT,21,2,3,5,71.43,1.03,10,1,6
Joakim Ryan,L.A,35,1,4,5,41.67,1.65,6,25,6
Tim Schaller,"L.A, VAN",53,4,1,5,50,5.04,10,7,11
Adam Erne,DET,56,2,3,5,55.56,4.43,12,27,5
Mirco Mueller,N.J,50,2,3,5,21.74,1.55,14,21,6
Mathieu Joseph,T.B,37,4,1,5,41.67,3.29,14,10,15
Kevin Stenlund,CBJ,32,3,2,5,41.67,3.47,4,5,5
Sami Niku,WPG,17,0,5,5,62.5,0.71,10,11,2
Kevin Rooney,N.J,49,2,3,5,38.46,4.21,11,10,14
Joey Anderson,N.J,18,3,2,5,71.43,1.9,2,7,4
Libor Hajek,NYR,28,0,5,5,33.33,0.7,12,17,8
Logan Brown,OTT,23,0,5,5,45.45,1.75,4,14,10
Patrick Russell,EDM,45,0,5,5,55.56,5.63,8,12,9
Matt Luff,L.A,18,1,4,5,71.43,2.19,2,4,4
Gabriel Vilardi,L.A,10,2,3,5,83.33,1.47,0,0,1
Oscar Fantenberg,VAN,36,1,4,5,38.46,1.08,6,9,7
Noah Dobson,NYI,34,1,4,5,31.25,1.16,6,24,8
Karson Kuhlman,BOS,25,0,5,5,83.33,3.52,11,5,2
Juuso Riikola,PIT,36,1,4,5,35.71,1.85,6,13,8
Jakob Lilja,CBJ,37,2,3,5,41.67,2.41,2,7,9
Braydon Coburn,T.B,40,1,3,4,15.38,1.49,12,5,3
Roman Polak,DAL,41,0,4,4,30.77,1.75,6,15,4
Bryan Little,WPG,7,1,3,4,80,0.57,2,2,1
Cal Clutterbuck,NYI,37,2,2,4,50,2.34,16,18,10
Colin Wilson,COL,9,0,4,4,57.14,1.03,0,3,1
Cameron Gaunce,T.B,3,1,3,4,100,0.2,4,0,0
Martin Marincin,TOR,26,1,3,4,28.57,1.02,6,21,7
Jarred Tinordi,NSH,28,1,3,4,23.53,0.65,18,18,1
Tim Heed,S.J,38,1,3,4,40,1.07,2,15,10
Logan Shaw,WPG,35,3,1,4,100,1.61,0,5,1
Markus Granlund,EDM,34,3,1,4,50,2.6,14,7,11
Luke Glendening,DET,60,3,1,4,44.44,6.21,6,12,8
John Hayden,N.J,43,3,1,4,36.36,2.45,15,6,13
Ross Johnston,NYI,32,3,1,4,50,2.59,46,4,2
Dakota Mermis,N.J,10,1,3,4,36.36,0.36,2,4,1
Brendan Perlini,"CHI, DET",40,1,3,4,80,3.73,6,6,7
Dryden Hunt,FLA,21,0,4,4,57.14,2.23,14,4,4
Dean Kukan,CBJ,33,0,4,4,30.77,1.58,12,12,7
Carl Grundstrom,L.A,13,0,4,4,44.44,1.78,8,3,0
Josh Mahura,ANA,11,1,3,4,57.14,0.38,2,4,2
Riley Stillman,FLA,34,0,4,4,20,1.75,9,17,12
Morgan Geekie,CAR,2,3,1,4,100,0.3,2,0,0
Drake Batherson,OTT,23,2,2,4,57.14,2.28,11,5,4
Alexander True,S.J,12,0,4,4,66.67,0.81,2,5,2
Barrett Hayton,ARI,20,1,3,4,50,2.42,12,4,8
Ilya Lyubushkin,ARI,51,0,4,4,14.81,1.64,10,20,13
Ville Heinola,WPG,8,1,3,4,50,0.19,4,14,2
Brent Seabrook,CHI,32,2,1,3,17.65,1.2,8,24,2
Justin Abdelkader,DET,49,0,3,3,50,2.58,19,15,8
Vladimir Sobotka,BUF,16,1,2,3,33.33,1.4,4,3,1
Niklas Hjalmarsson,ARI,27,1,2,3,30,0.54,10,17,9
Alex Biega,DET,49,0,3,3,18.75,2.02,18,29,2
Korbinian Holzer,"ANA, NSH",49,1,2,3,16.67,1.67,27,26,1
Yannick Weber,NSH,41,1,2,3,15,1.25,10,10,11
Luke Schenn,T.B,25,1,2,3,30,0.88,17,10,3
Mikkel Boedker,OTT,20,1,2,3,60,2.08,0,7,1
Greg Pateryn,MIN,20,0,3,3,25,0.54,6,5,2
Luke Witkowski,T.B,12,1,2,3,100,0.95,13,2,2
John Moore,BOS,24,2,1,3,27.27,1.3,9,6,0
Andrew Agozzino,"ANA, PIT",22,1,2,3,42.86,0.52,2,4,5
Matt Irwin,"ANA, NSH",36,0,3,3,23.08,2.25,11,12,6
Matt Tennyson,N.J,20,0,3,3,18.75,0.58,6,7,2
Phillip Di Giuseppe,NYR,20,1,2,3,37.5,2.15,2,4,3
Stefan Matteau,CBJ,9,2,1,3,60,1.62,0,1,2
Josh Anderson,CBJ,26,1,2,3,30,4.14,10,10,7
Danny DeKeyser,DET,8,0,3,3,50,0.41,4,6,0
Valentin Zykov,VGK,15,0,3,3,60,1.04,2,12,5
Nic Petan,TOR,16,0,3,3,60,1.9,4,2,4
Andreas Englund,OTT,24,0,3,3,75,0.28,7,4,4
Christoffer Ehn,DET,54,2,1,3,100,3.02,2,11,3
Dylan Sikura,CHI,9,1,2,3,75,0.76,0,0,2
Jake Evans,MTL,13,2,1,3,75,1.27,0,3,4
Dennis Gilbert,CHI,21,1,2,3,30,0.28,18,4,2
Aleksi Saarela,FLA,9,2,1,3,75,1.21,0,3,6
Mikhail Vorobyev,PHI,20,1,2,3,60,0.81,4,4,5
Rudolfs Balcers,OTT,15,1,2,3,50,2.29,0,4,7
Adam Brooks,TOR,7,0,3,3,100,0.4,0,1,2
Julien Gauthier,"CAR, NYR",17,0,3,3,50,1.45,8,6,3
Kieffer Bellows,NYI,8,2,1,3,75,0.89,0,5,2
Andrew Peeke,CBJ,22,1,2,3,27.27,1.13,4,8,3
Givani Smith,DET,21,2,1,3,100,2.17,9,4,2
Jesper Boqvist,N.J,35,3,0,3,75,2.76,8,10,11
Erik Brannstrom,OTT,31,0,3,3,23.08,0.99,14,19,4
Calle Rosen,"COL, TOR",12,0,3,3,50,0.41,4,7,2
Isac Lundestrom,ANA,15,0,3,3,42.86,0.9,0,1,4
Cody Goloubef,"DET, OTT",26,1,1,2,15.38,0.62,6,21,3
Mark Barberio,COL,21,0,2,2,18.18,0.82,16,11,6
Brandon Pirri,VGK,16,0,2,2,100,1.9,8,2,8
Nick Bjugstad,PIT,13,1,1,2,33.33,1.25,8,5,3
Matthew Peca,"MTL, OTT",14,0,2,2,50,1.18,0,1,0
Scott Wilson,BUF,6,1,1,2,66.67,0.42,0,0,5
Fredrik Claesson,N.J,5,1,1,2,50,0.03,0,1,1
Tomas Jurco,EDM,12,0,2,2,50,0.83,4,2,6
Xavier Ouellet,MTL,12,0,2,2,33.33,0.32,4,3,1
Charles Hudon,MTL,15,1,1,2,200,1.29,0,2,5
Connor Clifton,BOS,31,2,0,2,11.76,0.91,10,7,12
Nathan Walker,STL,5,1,1,2,100,0.49,4,1,0
Joel Hanley,DAL,8,0,2,2,50,0.08,4,5,0
Christian Folin,MTL,16,1,1,2,22.22,0.33,6,7,1
Jacob Middleton,S.J,10,0,2,2,66.67,0.24,7,1,1
Joe Hicketts,DET,6,0,2,2,66.67,0.09,2,2,2
Nicholas Merkley,N.J,4,1,1,2,100,0.64,2,2,2
Jeremy Lauzon,BOS,19,1,1,2,22.22,1.03,24,6,2
Zach Senyshyn,BOS,4,0,2,2,100,0.14,0,1,1
Austin Czarnik,CGY,8,1,1,2,100,0.28,0,2,6
Christian Jaros,OTT,13,0,2,2,50,0.23,6,5,0
Rasmus Asplund,BUF,29,1,1,2,28.57,1.72,4,6,3
Nick Caamano,DAL,12,1,1,2,50,1.04,2,2,1
Connor Bunnaman,PHI,21,1,1,2,20,1.09,2,4,1
Noah Gregor,S.J,28,2,0,2,18.18,3.05,8,7,6
Michael McLeod,N.J,12,0,2,2,33.33,0.76,2,0,4
Gerald Mayhew,MIN,13,2,0,2,25,1.34,2,2,4
Ryan Poehling,MTL,27,1,1,2,50,2.33,4,8,7
Adam Johnson,PIT,7,1,1,2,66.67,0.54,2,1,1
Martin Kaut,COL,9,1,1,2,66.67,0.91,2,0,2
Joel Persson,EDM,13,0,2,2,28.57,0.43,2,8,2
Logan O'Connor,COL,16,2,0,2,40,1.56,2,0,5
Taro Hirose,DET,26,2,0,2,66.67,1.46,6,15,6
Nico Sturm,MIN,6,0,2,2,66.67,0.15,0,0,1
Andrew Ladd,NYI,4,1,0,1,50,0.4,0,1,0
Troy Brouwer,STL,13,1,0,1,25,1.11,5,2,1
Chris Stewart,PHI,16,0,1,1,33.33,0.59,4,1,3
Micheal Haley,NYR,22,1,0,1,100,1.05,21,5,1
Aaron Ness,ARI,24,0,1,1,7.69,0.4,0,7,1
Brian Lashoff,DET,9,0,1,1,50,0.16,6,2,0
Brandon Manning,EDM,9,1,0,1,100,0.29,0,8,1
Derek Forbort,"CGY, L.A",20,0,1,1,20,0.68,2,13,1
Jani Hakanpaa,ANA,5,1,0,1,50,0.22,2,0,0
Sam Carrick,ANA,9,0,1,1,33.33,0.89,0,5,1
Ben Street,N.J,3,0,1,1,100,0.17,0,0,0
Cory Conacher,T.B,4,0,1,1,100,0.53,2,1,5
Nick Seeler,"CHI, MIN",12,0,1,1,50,0.32,10,7,1
T.J. Tynan,COL,16,0,1,1,50,0.46,2,0,5
Andy Andreoff,PHI,14,0,1,1,33.33,1.15,2,0,1
Alan Quine,CGY,9,1,0,1,100,1.03,4,1,2
Miikka Salomaki,NSH,5,1,0,1,50,0.11,2,3,1
Pontus Aberg,TOR,5,0,1,1,100,0.2,0,2,1
Brendan Gaunce,BOS,1,0,1,1,100,0.08,2,0,0
Gemel Smith,T.B,3,1,0,1,100,0.28,4,0,1
Paul LaDue,L.A,2,0,1,1,inf,0.03,0,1,1
Christian Djoos,"ANA, WSH",11,0,1,1,16.67,0.22,0,5,2
Buddy Robinson,CGY,5,1,0,1,100,0.73,7,1,2
Jonny Brodzinski,S.J,3,0,1,1,50,0.49,0,0,0
Peter Cehlarik,BOS,3,0,1,1,100,0.04,2,1,3
Carl Dahlstrom,WPG,15,0,1,1,33.33,0.34,6,13,4
Colby Cave,EDM,11,1,0,1,100,0.43,4,1,2
Patrick Brown,VGK,1,1,0,1,100,0.38,0,1,0
Daniel Carr,NSH,11,1,0,1,25,0.91,4,1,8
Ryan MacInnis,CBJ,10,0,1,1,50,0.85,0,2,3
Maxim Letunov,S.J,3,1,0,1,100,0.46,0,1,2
Mark Friedman,PHI,6,0,1,1,50,0.03,2,0,1
Clark Bishop,CAR,5,0,1,1,100,0.39,4,1,1
Anton Lindholm,COL,4,0,1,1,33.33,0.02,0,0,0
Anthony Angello,PIT,8,1,0,1,50,0.27,2,0,1
Cole Bardreau,NYI,10,0,1,1,100,0.88,4,4,4
David Kase,PHI,6,1,0,1,50,0.4,0,1,2
Daniel Sprong,ANA,8,0,1,1,25,0.79,0,0,1
Kyle Capobianco,ARI,9,1,0,1,25,0.28,2,4,1
J.C. Beaudin,OTT,22,0,1,1,20,1.29,7,2,1
Lukas Vejdemo,MTL,7,1,0,1,50,0.75,0,2,2
Niko Mikkola,STL,5,0,1,1,25,0.14,0,1,0
Mason Marchment,TOR,4,0,1,1,100,0.43,0,1,1
Tyler Benson,EDM,7,0,1,1,50,0.39,0,3,2
Carsen Twarynski,PHI,15,1,0,1,50,0.66,4,0,6
Tim Gettinger,NYR,2,0,1,1,100,0.43,0,0,0
Dennis Cholowski,DET,36,0,1,1,7.69,1.31,6,17,3
Vitaly Abramov,OTT,2,1,0,1,100,0.14,2,1,0
Egor Korshkov,TOR,1,1,0,1,100,0.02,0,0,1
Lucas Carlsson,CHI,6,0,1,1,16.67,0.28,0,0,1
Mathieu Olivier,NSH,8,0,1,1,50,0.42,4,3,0
Gage Quinney,VGK,3,0,1,1,50,0.43,0,0,0
Cale Fleury,MTL,41,1,0,1,6.67,1.32,4,30,4
Mikey Anderson,L.A,6,1,0,1,20,0.19,0,2,0
Klim Kostin,STL,4,1,0,1,100,0.53,0,1,0
Jack Studnicka,BOS,2,0,1,1,50,0.29,2,3,0
Timothy Liljegren,TOR,11,0,1,1,33.33,0.1,2,6,0
Lias Andersson,NYR,17,0,1,1,50,0.69,4,3,7
Eetu Luostarinen,CAR,8,0,1,1,100,0.55,0,1,2
Alexander Volkov,T.B,9,0,1,1,100,0.54,6,2,4
Jonathan Davidsson,OTT,6,0,1,1,100,0.14,0,0,0
Zach Whitecloud,VGK,16,0,1,1,12.5,0.48,4,1,7
Kiefer Sherwood,ANA,10,0,1,1,50,1.28,4,6,4
Joel L'Esperance,DAL,3,1,0,1,100,0.2,2,0,1
Martin Fehervary,WSH,6,0,1,1,16.67,0.14,4,2,2
Liam Foudy,CBJ,2,0,1,1,100,0.15,0,0,1
Jordan Gross,ARI,2,0,1,1,33.33,0.03,0,2,1
David Gustafsson,WPG,22,1,0,1,50,0.32,0,1,0
Lean Bergmann,S.J,12,0,1,1,100,0.59,2,0,3
Joel Kiviranta,DAL,11,1,0,1,100,1.33,4,3,5
Jonathan Ericsson,DET,18,0,0,0,0,0.45,4,18,0
Mark Letestu,WPG,7,0,0,0,0,0.42,0,1,0
