Player,Team,GP,Goals,Assists,Total Points,IPP,ixG,PIM,Giveaways,Takeaways
Andreas Athanasiou,DET,37,7,5,12,85.71,4.36,5,5,10
Curtis Lazar,OTT,76,3,9,12,54.55,7.81,9,12,18
Sergey Kalinin,N.J,78,5,7,12,54.55,6.8,26,17,22
Dan Boyle,NYR,74,5,6,11,23.4,3.3,24,42,17
Brad Richards,DET,68,5,6,11,47.83,7.31,6,18,13
Deryk Engelland,CGY,69,3,8,11,29.73,2.33,38,20,8
Chris Thorburn,WPG,82,5,6,11,52.38,6.1,47,15,9
Dennis Seidenberg,BOS,61,1,10,11,28.21,2.05,20,19,12
Scottie Upshall,STL,70,6,5,11,52.38,8.9,22,10,16
Alexei Emelin,MTL,72,0,11,11,32.35,2.39,44,63,12
Chris VandeVelde,PHI,79,1,10,11,61.11,8.11,21,13,14
Colin Greening,"OTT, TOR",31,4,7,11,73.33,3.46,9,9,10
Andrew Desjardins,CHI,77,6,5,11,78.57,8.07,16,12,19
Trevor Lewis,L.A,75,5,6,11,50,12.09,20,16,13
Patrik Berglund,STL,42,6,5,11,55,5.96,14,8,20
Erik Condra,T.B,54,6,5,11,57.89,4.15,24,9,10
Ryan Carter,MIN,60,6,5,11,84.62,4.87,25,7,12
Chris Terry,CAR,68,8,3,11,57.89,6.28,16,20,21
Nick Spaling,"S.J, TOR",58,3,8,11,55,5.45,18,11,28
Zach Bogosian,BUF,64,2,9,11,26.19,2.55,21,19,13
Alex Chiasson,OTT,77,5,6,11,42.31,6.68,27,12,23
Dmitry Kulikov,FLA,74,1,10,11,25,2.85,34,37,24
Brenden Dillon,S.J,76,2,9,11,29.73,3.45,37,39,10
Christopher Tanev,VAN,69,1,10,11,33.33,1.33,2,31,11
Iiro Pakarinen,EDM,63,5,6,11,84.62,5.81,8,8,8
Jonathan Marchessault,T.B,45,3,8,11,84.62,5.36,15,6,7
Jake McCabe,BUF,77,3,8,11,27.5,2.35,18,26,14
Josh Jooris,CGY,59,4,7,11,64.71,6.06,26,13,12
Jake Virtanen,VAN,55,6,5,11,55,6.19,24,12,20
Andreas Martinsen,COL,55,4,7,11,57.89,3.71,31,5,11
Vincent Lecavalier,"L.A, PHI",49,3,7,10,62.5,3.5,18,10,12
David Legwand,BUF,79,4,6,10,58.82,3.09,12,9,14
Brooks Orpik,WSH,41,3,7,10,25.64,1.03,22,19,5
Jay McClement,CAR,77,2,8,10,55.56,8.16,20,18,27
Gregory Campbell,CBJ,82,3,7,10,58.82,5.81,29,10,11
Patrick Eaves,DAL,54,6,4,10,47.62,5.65,23,7,16
Marc Methot,OTT,69,4,6,10,19.23,1.65,28,43,9
Alexander Edler,VAN,52,3,7,10,28.57,2.19,32,30,14
Tyler Kennedy,N.J,50,2,8,10,71.43,4.53,14,11,15
Adam Cracknell,"EDM, VAN",52,5,5,10,90.91,5.67,16,12,23
Matt Niskanen,WSH,82,2,8,10,19.23,3.72,28,42,23
Stephen Gionta,N.J,82,1,9,10,62.5,5.67,27,7,13
Ryan White,PHI,73,5,5,10,58.82,5.63,65,19,14
Kevin Shattenkirk,STL,72,5,5,10,26.32,5.22,20,23,29
Jason Garrison,T.B,72,4,6,10,26.32,2.57,14,37,12
Justin Schultz,"EDM, PIT",63,2,8,10,27.03,3.05,14,28,16
Jordie Benn,DAL,64,2,8,10,28.57,2.08,12,35,10
Landon Ferraro,"BOS, DET",68,5,5,10,66.67,6.95,17,17,14
John Moore,N.J,73,1,9,10,29.41,2.67,14,34,15
Ben Chiarot,WPG,70,1,9,10,32.26,2.73,21,32,14
Quinton Howden,FLA,58,5,5,10,62.5,3.9,14,6,9
Alexey Marchenko,DET,66,2,8,10,32.26,2.02,4,24,6
Andy Andreoff,L.A,60,8,2,10,66.67,4.49,16,12,12
Colin Miller,BOS,42,3,7,10,41.67,1.95,27,16,6
Bobby Farnham,"N.J, PIT",53,8,2,10,83.33,4.41,47,7,11
Joseph Blandisi,N.J,41,1,9,10,71.43,3.98,20,5,17
Brett Pesce,CAR,69,3,7,10,35.71,2.88,14,19,38
Conor Sheary,PIT,44,7,3,10,76.92,4.7,6,7,7
Michal Rozsival,CHI,51,0,9,9,30,1.17,14,22,6
Rob Scuderi,"CHI, L.A, PIT",63,0,9,9,27.27,1.03,8,25,4
Niklas Kronwall,DET,64,2,7,9,33.33,1.32,10,18,6
Nick Schultz,PHI,81,1,8,9,24.32,2.31,36,28,3
Jarret Stoll,"MIN, NYR",80,4,5,9,52.94,3.36,24,7,3
Matt Hendricks,EDM,68,4,5,9,69.23,5.04,50,15,9
Dan Hamhuis,VAN,58,1,8,9,30,2.31,14,36,20
R.J. Umberger,PHI,39,1,8,9,60,3.31,10,7,4
Dennis Wideman,CGY,51,0,9,9,34.62,1.82,10,31,11
Milan Michalek,"OTT, TOR",45,4,5,9,45,5.23,6,11,22
Braydon Coburn,T.B,80,1,8,9,20,3.63,23,25,13
Kyle Chipchura,ARI,70,3,6,9,56.25,3.81,36,16,22
Andrej Sekera,EDM,81,1,8,9,20.45,3.65,12,61,25
Cody Franson,BUF,59,3,6,9,47.37,1.93,16,25,10
Mark Letestu,EDM,82,4,5,9,56.25,4.7,8,17,17
Ian Cole,PIT,70,0,9,9,29.03,2.36,41,27,8
Mark Barberio,MTL,30,2,7,9,47.37,1.53,6,18,8
Kyle Clifford,L.A,56,3,6,9,64.29,5.77,33,6,5
Magnus Paajarvi,STL,48,3,6,9,64.29,8.31,8,4,7
Chris Wideman,OTT,64,5,4,9,28.13,3.12,32,26,5
Cam Fowler,ANA,69,2,7,9,23.08,2.44,21,24,13
Nick Cousins,PHI,36,6,3,9,69.23,3.59,2,11,18
Joel Edmundson,STL,67,1,8,9,34.62,3.53,41,16,7
Oscar Klefbom,EDM,30,4,5,9,50,1.38,4,23,7
Hampus Lindholm,ANA,80,2,7,9,21.95,4.37,32,53,15
Radek Faksa,DAL,45,4,5,9,45,7.31,10,9,16
Marko Dano,"CHI, WPG",34,5,4,9,81.82,4.37,8,13,10
Kerby Rychel,CBJ,32,2,7,9,69.23,3.86,6,9,9
Trevor van Riemsdyk,CHI,82,2,7,9,19.57,3.13,20,35,14
Dennis Rasmussen,CHI,44,4,5,9,50,3.47,2,5,7
Pierre-Edouard Bellemare,PHI,74,5,4,9,60,6.89,22,14,27
Frank Vatrano,BOS,39,7,2,9,69.23,6.24,10,11,16
Eric Fehr,PIT,55,3,5,8,57.14,5.51,6,8,19
Kyle Brodziak,STL,76,4,4,8,57.14,3.75,17,9,14
Jeff Petry,MTL,51,4,4,8,33.33,3.74,16,40,11
Ben Lovejoy,PIT,66,4,4,8,20.51,2.92,24,15,18
Cody Goloubef,CBJ,43,1,7,8,36.36,1.18,14,10,2
Dalton Prout,CBJ,64,2,6,8,25.81,1.65,75,23,6
Zack Kassian,EDM,36,3,5,8,88.89,3.76,35,13,11
Richard Panik,CHI,30,6,2,8,66.67,3.22,6,8,6
Beau Bennett,PIT,33,5,3,8,61.54,3.02,6,6,5
Austin Watson,NSH,57,2,6,8,61.54,3.87,26,9,9
Erik Gudbranson,FLA,64,2,6,8,22.22,1.92,32,17,10
Mark Pysyk,BUF,55,1,7,8,28.57,1.64,28,19,7
Bryan Rust,PIT,41,4,4,8,53.33,5.43,8,8,9
Brandon Davidson,EDM,51,2,6,8,29.63,2.31,14,35,15
Ryan Dzingel,OTT,30,3,5,8,57.14,2.58,11,2,6
Phillip Danault,"CHI, MTL",51,3,5,8,80,5.46,8,10,16
Cedric Paquette,T.B,56,5,3,8,66.67,4.35,38,10,12
Oliver Bjorkstrand,CBJ,12,4,4,8,88.89,2.36,0,5,6
Jonathan Drouin,T.B,21,4,4,8,61.54,1.7,0,8,6
William Nylander,TOR,22,4,4,8,88.89,2.25,4,7,15
Kevin Bieksa,ANA,71,1,6,7,20,4,32,40,12
Joffrey Lupul,TOR,46,6,1,7,53.85,6.5,10,6,12
Matt Carle,T.B,64,2,5,7,21.21,1.68,24,25,8
Kyle Quincey,DET,47,1,6,7,25.93,2.45,28,21,1
Chris Porter,MIN,61,4,3,7,70,3.88,4,7,10
Nicklas Grossmann,ARI,58,3,4,7,33.33,1.22,18,13,2
Brandon Prust,VAN,35,1,6,7,87.5,2.04,24,14,4
Matt Hunwick,TOR,60,2,5,7,24.14,3.04,28,34,18
Rene Bourque,CBJ,49,2,5,7,50,5.3,28,7,16
Adam McQuaid,BOS,64,1,6,7,23.33,1.21,57,27,7
Andy Greene,N.J,82,1,6,7,17.95,2.55,14,25,19
Alex Biega,VAN,51,0,7,7,26.92,1.94,16,18,8
David Schlemko,N.J,67,5,2,7,25,3.03,14,22,11
Carl Gunnarsson,STL,72,2,5,7,17.5,1.94,23,20,9
Michael Del Zotto,PHI,52,2,5,7,31.82,2.65,10,26,12
Tyler Ennis,BUF,23,1,6,7,100,2.51,9,12,11
Linden Vey,VAN,41,1,6,7,70,2.43,2,13,15
Michael Latta,WSH,43,3,4,7,70,2.82,24,4,8
Brandon Manning,PHI,56,1,6,7,31.82,2.67,47,17,7
Patrik Nemeth,DAL,38,0,7,7,46.67,1.78,12,19,4
Klas Dahlbeck,ARI,71,2,5,7,29.17,1.89,28,11,7
Nick Shore,L.A,68,3,4,7,63.64,7.73,28,7,10
Adam Clendening,"EDM, PIT",29,1,6,7,38.89,1.44,20,17,5
Miikka Salomaki,NSH,61,3,4,7,50,5.3,22,11,14
Ryan Murphy,CAR,35,0,7,7,38.89,1.31,4,16,11
Joel Armia,WPG,43,3,4,7,50,3.83,8,12,20
Daniel Carr,MTL,23,4,3,7,77.78,4.12,6,4,7
Evgeny Medvedev,PHI,45,2,5,7,24.14,2.43,30,25,10
Zbynek Michalek,ARI,70,2,4,6,17.65,1.99,18,22,13
Max Talbot,BOS,38,2,4,6,66.67,2.23,8,0,8
Steve Bernier,NYI,24,1,5,6,75,2.29,4,6,6
Tanner Glass,NYR,57,3,3,6,40,4.27,31,13,2
Jack Johnson,CBJ,60,3,3,6,18.75,2.68,14,19,7
Steve Downie,ARI,26,3,3,6,66.67,1.85,22,4,4
Taylor Chorney,WSH,55,1,5,6,18.75,1.55,21,24,8
Mark Fayne,EDM,69,2,4,6,16.67,1.9,14,28,13
Eric Gryba,EDM,53,1,5,6,23.08,2.19,42,34,11
Andrew MacDonald,PHI,28,1,5,6,25,0.81,0,17,3
Brad Malone,CAR,57,2,4,6,54.55,3.49,49,16,2
Brandon Sutter,VAN,20,3,3,6,60,2.1,2,4,2
Cody Hodgson,NSH,39,2,4,6,60,4.87,4,7,7
Greg Pateryn,MTL,38,0,6,6,35.29,1.21,20,28,11
Stefan Elliott,"ARI, NSH",21,2,4,6,66.67,1.37,4,5,4
Corban Knight,FLA,20,2,4,6,85.71,1.16,2,1,6
Tyler Randell,BOS,27,6,0,6,66.67,1.1,28,1,6
Chris Wagner,"ANA, COL",43,4,2,6,85.71,3.79,6,10,3
Teemu Pulkkinen,DET,36,4,2,6,66.67,4.02,8,10,11
Anthony Bitetto,NSH,28,1,5,6,54.55,0.88,15,8,2
Zach Trotman,BOS,38,2,4,6,22.22,1.61,18,15,2
Tomas Jurco,DET,44,4,2,6,60,3.45,14,7,6
Markus Granlund,"CGY, VAN",47,3,3,6,35.29,4.21,6,7,17
Jonas Brodin,MIN,68,2,4,6,20,2.04,12,21,19
Brian Flynn,MTL,56,2,4,6,46.15,4.4,6,10,15
Derrick Pouliot,PIT,22,0,6,6,46.15,1.25,2,2,6
Colton Sissons,NSH,34,4,2,6,46.15,1.99,7,4,5
Darnell Nurse,EDM,69,3,3,6,15,4.81,38,34,10
Joel Hanley,MTL,10,0,6,6,75,0.24,0,4,2
Patrik Elias,N.J,16,2,3,5,71.43,0.97,6,5,4
Dainius Zubrus,S.J,50,3,2,5,29.41,3.56,16,13,14
Willie Mitchell,FLA,46,1,4,5,18.52,1.04,14,13,5
Shawn Thornton,FLA,50,1,4,5,62.5,3.23,40,4,9
Eric Nystrom,NSH,46,5,0,5,71.43,1.79,6,6,5
Mike Richards,WSH,39,2,3,5,62.5,4.9,6,9,7
Nate Thompson,ANA,49,2,3,5,45.45,3.89,41,12,4
Mike Brown,"MTL, S.J",58,2,3,5,62.5,3.87,56,11,9
Mike Blunden,T.B,20,3,2,5,71.43,1.2,20,2,1
Mason Raymond,CGY,29,4,1,5,50,3.13,8,10,8
Jakub Kindl,"DET, FLA",44,1,4,5,18.52,2.13,16,25,7
Nathan Gerbe,CAR,47,2,3,5,45.45,4.57,8,18,11
Cal O'Reilly,BUF,20,2,3,5,83.33,0.41,2,6,2
Mike Weber,"BUF, WSH",45,1,4,5,29.41,1.2,39,18,2
Brian Strait,NYI,52,1,4,5,21.74,1.9,18,18,7
Anthony Peluso,WPG,35,1,4,5,62.5,1.39,25,6,3
Luca Sbisa,VAN,41,1,4,5,22.73,1.06,24,9,5
Zach Redmond,COL,37,1,4,5,27.78,0.98,10,12,5
Brandon Mashinter,CHI,41,4,1,5,83.33,2.28,11,7,6
Byron Froese,TOR,56,2,3,5,35.71,4.91,12,7,15
Jordan Nolan,L.A,52,0,5,5,45.45,4.25,22,8,4
Martin Marincin,TOR,65,1,4,5,17.86,1.4,26,36,18
Connor Brickley,FLA,23,1,4,5,100,0.87,8,3,4
Nikita Nesterov,T.B,57,1,4,5,21.74,2.55,19,28,6
Frank Corrado,TOR,39,1,4,5,29.41,1.4,20,15,2
Darren Dietz,MTL,13,1,4,5,55.56,0.39,8,12,3
Mike Reilly,MIN,29,1,4,5,55.56,0.79,4,9,2
Ty Rattie,STL,13,4,1,5,83.33,1.6,2,2,2
Rocco Grimaldi,FLA,20,3,2,5,71.43,1.67,2,5,10
Joe Morrow,BOS,33,1,4,5,25,0.89,2,7,8
Nick Paul,OTT,24,2,3,5,62.5,2.48,2,2,9
Shea Theodore,ANA,19,1,4,5,41.67,0.72,2,14,7
Nic Petan,WPG,26,2,3,5,83.33,2.26,2,8,11
Pascal Dupuis,PIT,18,2,2,4,40,2.46,8,3,0
Scott Gomez,"OTT, STL",34,1,3,4,57.14,1.31,4,11,5
Barret Jackman,NSH,73,1,3,4,14.29,2.16,62,32,8
Jordin Tootoo,N.J,66,2,2,4,66.67,5.63,52,22,17
Christian Ehrhoff,"CHI, L.A",48,2,2,4,25,2.31,28,17,4
Alexander Semin,MTL,15,1,3,4,57.14,1.15,10,7,5
Clayton Stoner,ANA,50,0,4,4,21.05,0.96,45,26,2
David Clarkson,CBJ,23,2,2,4,100,2.94,17,2,5
Rich Clune,TOR,19,0,4,4,80,0.64,18,1,2
Ryan Reaves,STL,64,3,1,4,66.67,2.81,34,7,8
Andrew Bodnarchuk,"CBJ, COL",37,0,4,4,25,0.34,12,6,2
Justin Falk,CBJ,24,0,4,4,26.67,0.48,6,8,2
Viktor Tikhonov,"ARI, CHI",50,1,3,4,57.14,4.61,18,10,10
Lance Bouma,CGY,44,1,3,4,40,4.64,12,9,3
Ben Smith,"S.J, TOR",22,2,2,4,57.14,1.87,0,2,7
Jordan Schroeder,MIN,26,2,2,4,44.44,1.83,2,6,1
Jared Cowen,OTT,37,0,4,4,20,0.92,8,30,7
Gabriel Bourque,NSH,22,1,3,4,57.14,1.49,6,2,2
Marcus Kruger,CHI,41,0,4,4,50,3.66,16,3,9
Brandon Bollig,CGY,54,2,2,4,40,2.74,69,8,11
Dave Dziurzynski,OTT,14,1,3,4,100,0.97,4,2,2
Jon Merrill,N.J,47,1,3,4,19.05,1.01,22,15,7
Dylan McIlrath,NYR,34,2,2,4,23.53,0.91,37,12,9
Scott Wilson,PIT,24,3,1,4,80,2.61,7,5,5
Max McCormick,OTT,20,2,2,4,80,2.14,25,5,8
Logan Shaw,FLA,53,2,2,4,40,4.5,6,5,18
Brock McGinn,CAR,21,3,1,4,66.67,2.22,10,4,4
Josh Anderson,CBJ,12,1,3,4,80,1.09,2,1,4
Viktor Svedberg,CHI,27,2,2,4,33.33,1.26,4,10,5
Ryan Pulock,NYI,15,2,2,4,30.77,0.46,5,5,3
Christian Folin,MIN,26,0,4,4,44.44,0.27,9,9,4
Jordan Oesterle,EDM,17,0,4,4,33.33,1.05,0,11,5
Nick Ritchie,ANA,33,2,2,4,57.14,3.91,16,4,8
Nikita Soshnikov,TOR,11,1,3,4,100,1.87,4,3,2
Jakub Nakladal,CGY,27,2,2,4,36.36,1.01,6,11,3
Joonas Kemppainen,BOS,44,1,3,4,33.33,2.48,2,8,21
Carlo Colaiacovo,BUF,36,1,2,3,21.43,1.18,8,10,3
Fedor Tyutin,CBJ,61,1,2,3,10.71,1.2,22,8,5
Boyd Gordon,ARI,65,1,2,3,42.86,3.99,8,10,7
Chris Higgins,VAN,33,2,1,3,42.86,3.47,4,6,5
Kevin Porter,PIT,41,0,3,3,50,2.83,0,6,5
Adam Pardy,"EDM, WPG",23,0,3,3,42.86,1.15,8,12,4
Jared Boll,CBJ,30,1,2,3,60,0.92,21,0,3
Korbinian Holzer,ANA,29,0,3,3,21.43,0.67,6,8,1
Steven Kampfer,FLA,47,0,3,3,15,1.5,18,8,5
Matt Halischuk,WPG,30,0,3,3,60,2.71,2,1,5
Robert Bortuzzo,STL,40,2,1,3,21.43,2.33,39,8,5
Joakim Andersson,DET,29,1,2,3,60,1.79,2,0,0
Zac Rinaldo,BOS,52,1,2,3,27.27,3.25,51,9,8
Anton Lander,EDM,61,1,2,3,37.5,3.07,6,14,17
Phil Varone,"BUF, OTT",6,1,2,3,100,0.25,2,0,1
Zach Hyman,TOR,16,3,0,3,50,3.25,14,2,6
Stanislav Galiev,WSH,24,0,3,3,50,2.14,4,6,6
Mark Arcobello,TOR,20,3,0,3,30,2.03,0,3,9
Mike Sislo,N.J,18,2,1,3,75,1.86,4,2,2
Michael Mersch,L.A,17,1,2,3,75,1.48,0,3,3
Josh Leivo,TOR,12,3,0,3,50,0.93,4,3,4
Matt Puempel,OTT,26,2,1,3,42.86,2.55,4,5,6
Matt Tennyson,S.J,29,0,3,3,27.27,0.76,0,14,1
Oskar Sundqvist,PIT,18,0,3,3,75,1.02,2,1,6
Scott Kosmachuk,WPG,8,0,3,3,100,0.88,2,2,1
Tyler Gaudet,ARI,14,1,2,3,75,0.37,0,2,2
Jiri Sekac,"ANA, ARI, CHI",39,0,3,3,60,3.01,12,7,13
Sergei Plotnikov,"ARI, PIT",45,0,3,3,42.86,3.53,24,15,12
Steve Ott,STL,21,0,2,2,40,1.37,13,1,1
Paul Gaustad,NSH,63,1,1,2,33.33,3.01,32,10,9
Dave Bolland,FLA,25,1,1,2,28.57,1.64,14,10,3
Bryan Bickell,CHI,25,0,2,2,40,2.08,2,7,4
Jiri Tlusty,N.J,30,1,1,2,33.33,2.82,4,4,7
Jamie McBain,L.A,44,1,1,2,13.33,1.01,4,13,2
Paul Postma,WPG,26,2,0,2,22.22,0.92,4,8,4
Yannick Weber,VAN,45,0,2,2,10,2.27,16,12,10
Dustin Jeffrey,ARI,7,1,1,2,50,0.24,2,0,0
Aaron Ness,WSH,8,0,2,2,33.33,0.4,0,2,0
Patrick Wiercioch,OTT,52,0,2,2,7.14,1.57,22,33,7
Jacob Josefson,N.J,58,1,1,2,40,5.87,20,13,10
Eric Gelinas,"COL, N.J",40,0,2,2,15.38,1.31,12,16,7
Nate Prosser,MIN,54,0,2,2,16.67,0.58,28,14,3
Stephen Johns,DAL,14,1,1,2,40,0.49,6,10,5
Greg McKegg,FLA,15,2,0,2,66.67,0.96,2,1,4
Christian Thomas,"ARI, MTL",6,0,2,2,100,0.24,2,1,1
Derek Forbort,L.A,14,1,1,2,50,0.61,12,3,0
Petter Granberg,NSH,27,0,2,2,18.18,0.29,9,7,0
Michael Chaput,CBJ,8,1,1,2,50,1.48,5,3,0
Fredrik Claesson,OTT,16,0,2,2,33.33,0.29,2,12,9
Lucas Lessio,MTL,12,1,1,2,50,1.24,2,2,2
Jamie Oleksiak,DAL,19,0,2,2,33.33,0.85,9,16,4
Brian O'Neill,N.J,22,0,2,2,66.67,1.35,6,3,4
Stefan Matteau,"MTL, N.J",32,1,1,2,50,1.9,8,8,2
Brendan Leipsic,TOR,6,1,1,2,100,0.6,2,1,3
Jujhar Khaira,EDM,15,0,2,2,40,1.13,13,4,6
Connor Carrick,"TOR, WSH",19,1,1,2,33.33,0.91,15,17,5
Charles Hudon,MTL,3,0,2,2,100,0.17,0,0,2
Viktor Loov,TOR,4,0,2,2,50,0.09,0,0,0
Jayson Megna,NYR,6,1,1,2,100,1.03,2,2,1
Buddy Robinson,OTT,3,1,1,2,66.67,0.31,0,1,0
Tim Schaller,BUF,17,0,2,2,50,1,2,4,2
Hudson Fasching,BUF,7,1,1,2,50,0.99,4,2,4
Tobias Lindberg,TOR,6,0,2,2,66.67,0.51,4,1,2
Michael McCarron,MTL,20,1,1,2,50,3.53,21,6,4
Chris Bigras,COL,31,0,2,2,25,1.49,14,8,4
Nikita Zadorov,COL,22,0,2,2,22.22,0.67,6,9,5
Patrick Brown,CAR,7,1,1,2,33.33,1.26,4,4,2
Garnet Hathaway,CGY,14,0,2,2,50,1.16,12,3,4
Nikolay Goldobin,S.J,9,1,1,2,66.67,0.8,0,1,3
Nikita Tryamkin,VAN,13,1,1,2,28.57,0.69,10,3,1
Daniel Sprong,PIT,18,2,0,2,100,1.25,0,5,4
Tanner Kero,CHI,17,0,2,2,40,1.72,2,0,6
Martin Havlat,STL,2,1,0,1,100,0.34,0,0,3
Chris Kelly,BOS,11,1,0,1,20,0.56,0,2,1
Travis Moen,DAL,23,0,1,1,50,0.71,4,4,3
Tuomo Ruutu,N.J,33,0,1,1,16.67,3.05,8,8,10
Tom Gilbert,MTL,45,1,0,1,5.56,1.05,10,37,2
Mark Stuart,WPG,64,0,1,1,4.35,1.37,39,32,3
Colin McDonald,PHI,5,1,0,1,100,0.42,2,0,0
Drew Miller,DET,28,1,0,1,20,2.11,0,3,7
Nikita Nikitin,EDM,11,0,1,1,20,0.34,8,4,0
Mike Angelidis,T.B,4,1,0,1,50,0.4,5,0,0
Tom Sestito,PIT,4,0,1,1,100,0.11,4,1,0
John Scott,"ARI, MTL",12,0,1,1,100,0.35,8,3,1
Rob Klinkhammer,EDM,14,1,0,1,100,1.69,6,2,2
Luke Gazdic,EDM,29,1,0,1,25,1.79,9,1,2
Paul Carey,WSH,4,1,0,1,100,0.21,0,0,0
TJ Brennan,TOR,7,1,0,1,100,0.47,6,2,2
Micheal Haley,S.J,16,1,0,1,100,0.68,26,9,0
Michael Kostka,OTT,15,0,1,1,10,0.24,4,6,0
Zac Dalpe,MIN,2,1,0,1,100,0.13,0,0,0
Andrew Campbell,TOR,6,0,1,1,50,0.15,2,1,1
Michal Jordan,CAR,36,1,0,1,5.88,1.29,12,8,4
Mark Borowiecki,OTT,63,0,1,1,5.56,1.14,54,18,1
Zach Sill,WSH,10,1,0,1,33.33,0.78,2,3,4
Dylan Olsen,FLA,8,0,1,1,33.33,0.19,2,1,0
Simon Despres,ANA,32,0,1,1,5.56,1.5,6,23,9
Drew Shore,CGY,2,0,1,1,100,0.12,0,0,1
Seth Helgeson,N.J,19,0,1,1,50,0.47,8,8,1
Craig Cunningham,ARI,10,0,1,1,50,0.86,2,1,2
Andrew Agozzino,COL,9,0,1,1,100,0.29,0,1,0
Brandon Gormley,COL,26,0,1,1,7.69,0.43,8,12,5
Freddie Hamilton,CGY,4,0,1,1,100,0.48,0,2,1
Marek Hrivik,NYR,5,0,1,1,33.33,0.24,0,2,0
Taylor Fedun,VAN,1,0,1,1,100,0,0,0,0
Blake Pietila,N.J,7,0,1,1,100,0.36,2,0,0
Scott Mayfield,NYI,6,1,0,1,33.33,0.11,2,3,0
Brett Ritchie,DAL,8,0,1,1,50,1.03,7,3,2
Xavier Ouellet,DET,5,0,1,1,50,0.24,2,1,3
Scott Harrington,TOR,15,0,1,1,20,0.33,4,3,1
Tyler Wotherspoon,CGY,11,0,1,1,25,0.42,0,6,1
Turner Elson,CGY,1,0,1,1,100,0,0,0,0
Barclay Goodrow,S.J,14,0,1,1,33.33,0.59,6,3,3
Yanni Gourde,T.B,2,0,1,1,100,0.11,2,0,0
Griffin Reinhart,EDM,29,0,1,1,6.67,1.2,16,21,5
Brendan Gaunce,VAN,20,1,0,1,50,2.42,0,5,5
Slater Koekkoek,T.B,9,0,1,1,50,0.48,2,3,3
Patrick Sieloff,CGY,1,1,0,1,100,0.01,2,0,0
JC Lipon,WPG,9,0,1,1,100,0.25,0,0,1
Joel Vermin,T.B,6,0,1,1,50,0.18,0,1,0
Anton Slepyshev,EDM,11,0,1,1,50,0.65,2,2,2
Ben Harpur,OTT,5,0,1,1,33.33,0.09,2,2,0
Hunter Shinkaruk,"CGY, VAN",8,1,0,1,100,1.4,2,2,1
Jason Dickinson,DAL,1,1,0,1,100,0.2,0,1,0
Ryan Hartman,CHI,3,0,1,1,100,0.26,0,1,3
Jacob De La Rose,MTL,22,0,1,1,16.67,1.81,4,2,6
Laurent Dauphin,ARI,8,1,0,1,33.33,0.72,4,0,3
Anthony Mantha,DET,10,0,1,1,25,1.18,2,2,4
Sergey Tolchinsky,CAR,2,0,1,1,100,0.09,0,0,1
Michael Zalewski,VAN,3,0,1,1,100,0.18,0,1,0
Kevin Fiala,NSH,5,1,0,1,100,0.73,0,3,0
Sonny Milano,CBJ,3,0,1,1,50,0.23,0,1,1
Pavel Zacha,N.J,1,0,1,1,33.33,0.14,0,0,2
Evan Rodrigues,BUF,2,1,0,1,100,0.39,0,0,0
Noel Acciari,BOS,19,0,1,1,25,1.38,8,4,1
Derek Ryan,CAR,6,1,0,1,33.33,0.22,2,1,4
Dominik Simon,PIT,3,0,1,1,100,0.21,0,1,0
Casey Nelson,BUF,7,0,1,1,20,0.09,8,2,1
Eric Boulton,NYI,6,0,0,0,0,0.4,0,2,1
Andrew Ference,EDM,6,0,0,0,0,0.1,6,2,0
Brad Stuart,COL,6,0,0,0,0,0.06,0,3,0
Tim Jackman,ANA,2,0,0,0,-,0.09,2,1,0
Matt Greene,L.A,3,0,0,0,-,0.04,6,2,0
James Wisniewski,CAR,1,0,0,0,-,0,0,0,0
Daniel Paille,NYR,12,0,0,0,0,1,0,2,4
Nate Guenin,COL,29,0,0,0,0,0.25,2,5,1
Andre Benoit,STL,2,0,0,0,0,0.04,0,0,0
Clarke MacArthur,OTT,4,0,0,0,0,0.37,0,0,0
Corey Potter,NSH,1,0,0,0,-,0.01,0,0,0
Tyson Strachan,MIN,2,0,0,0,0,0.03,0,0,0
Ladislav Smid,CGY,22,0,0,0,0,0.36,4,4,1
Jeff Schultz,L.A,1,0,0,0,-,0,0,0,0
Johan Franzen,DET,2,0,0,0,-,0.2,2,0,0
Marc-Andre Gragnani,N.J,4,0,0,0,-,0.06,0,0,1
Cody Bass,NSH,17,0,0,0,0,0.49,17,0,1
Chris Butler,STL,5,0,0,0,0,0.1,4,2,0
Joe Vitale,ARI,1,0,0,0,0,0.12,0,0,0
Bracken Kearns,NYI,2,0,0,0,-,0,4,1,0
Bud Holloway,MTL,1,0,0,0,-,0.01,0,1,2
John McCarthy,S.J,1,0,0,0,-,0,0,1,0
Chris Summers,NYR,3,0,0,0,0,0.45,4,0,0
Victor Bartley,"MTL, NSH",10,0,0,0,0,0.34,6,7,0
Alex Grant,ARI,5,0,0,0,0,0.26,5,0,1
Tommy Cross,BOS,3,0,0,0,0,0,0,0,0
Jim O'Brien,N.J,4,0,0,0,-,0.1,2,1,0
Eric Tangradi,DET,1,0,0,0,-,0,0,0,0
Bryan Lerg,S.J,6,0,0,0,0,0.26,0,0,0
Eric Selleck,ARI,1,0,0,0,-,0.06,5,0,0
Patrice Cormier,WPG,2,0,0,0,-,0,0,0,0
David Warsofsky,"N.J, PIT",22,0,0,0,0,1.25,2,16,2
Derek Grant,CGY,15,0,0,0,-,2.23,2,1,3
