Player,Team,GP,Goals,Assists,Total Points,IPP,ixG,PIM,Giveaways,Takeaways
Keith Yandle,FLA,82,2,16,18,27.69,4.24,28,94,18
Dylan DeMelo,OTT,77,4,13,17,23.61,2.85,28,50,15
Danny DeKeyser,DET,52,4,13,17,39.53,2.69,33,28,10
Marcus Pettersson,"ANA, PIT",84,1,15,16,32.65,2.96,33,42,23
Derek Forbort,L.A,81,2,12,14,36.84,2.3,38,66,10
Colin Miller,VGK,65,1,12,13,30.95,3.03,28,33,17
Marcus Kruger,CHI,74,4,7,11,52.38,5.78,28,6,14
Patrik Nemeth,COL,74,1,7,8,23.53,2.05,38,14,3
Gustav Forsling,CHI,43,2,6,8,50,2.18,28,21,14
Jack Johnson,PIT,82,0,6,6,13.04,2.47,35,23,12
Mark Borowiecki,OTT,53,1,4,5,21.74,2.62,48,23,13
Timo Meier,S.J,78,22,25,47,75.81,19.84,37,34,41
Gabriel Landeskog,COL,73,17,19,36,62.07,13.83,34,39,40
Zach Hyman,TOR,71,14,19,33,55,14.48,50,22,23
Kevin Labanc,S.J,82,13,20,33,71.74,10.19,30,37,20
Tyson Barrie,COL,78,11,19,30,50,7.82,32,36,26
Alex Killorn,T.B,82,12,15,27,60,11.19,30,18,20
Mattias Ekholm,NSH,80,4,23,27,41.54,4.82,30,53,31
Frank Vatrano,FLA,81,18,7,25,73.53,14.7,30,25,32
Ryan Suter,MIN,82,3,21,24,35.82,4.65,30,27,19
Radek Faksa,DAL,81,10,12,22,66.67,11.42,40,25,38
Alexander Kerfoot,COL,78,9,13,22,68.75,8.68,30,20,22
Rasmus Dahlin,BUF,82,4,18,22,37.93,4.81,30,63,33
Brady Skjei,NYR,78,6,13,19,35.19,5.05,30,54,27
Jake Virtanen,VAN,70,11,8,19,67.86,9.11,32,19,43
Blake Comeau,DAL,77,7,11,18,60,8.5,30,34,29
Wayne Simmonds,"NSH, PHI",79,10,8,18,58.06,10.3,45,28,25
Robert Hagg,PHI,82,4,14,18,35.29,4.17,32,39,4
Radko Gudas,PHI,77,3,14,17,37.78,3.48,30,48,20
Garnet Hathaway,CGY,76,9,8,17,62.96,6.75,45,24,19
Drew Doughty,L.A,82,0,16,16,34.04,4.09,30,72,18
Scott Mayfield,NYI,79,3,13,16,34.78,4.48,40,62,10
Milan Lucic,EDM,79,4,11,15,55.56,8,40,30,26
Jamie Oleksiak,"DAL, PIT",57,4,8,12,33.33,2.33,40,37,9
Madison Bowey,"DET, WSH",50,2,8,10,38.46,2.02,40,28,9
Ben Lovejoy,"DAL, N.J",71,2,7,9,28.13,2.73,30,32,16
Roman Polak,DAL,77,1,7,8,20.51,3.02,30,42,15
Nikita Kucherov,T.B,82,24,45,69,84.15,12.51,34,62,50
Leon Draisaitl,EDM,82,28,31,59,79.73,13.02,32,84,53
Mikael Backlund,CGY,77,16,21,37,64.91,15.04,34,46,64
Ryan Hartman,"NSH, PHI",83,11,13,24,53.33,10.84,34,36,33
Zack Smith,OTT,70,7,15,22,70.97,8.42,42,43,34
Justin Faulk,CAR,82,4,17,21,36.21,5.82,32,47,34
Adrian Kempe,L.A,81,10,11,21,72.41,6.66,42,19,15
Miles Wood,N.J,63,8,12,20,71.43,10.54,54,25,19
Tony DeAngelo,NYR,61,4,14,18,36,3.31,42,68,16
Adam Larsson,EDM,82,3,14,17,37.78,3.63,32,62,23
Jay Bouwmeester,STL,78,3,12,15,35.71,3.22,32,40,22
Jeff Carter,L.A,76,7,8,15,51.72,10.58,32,30,19
Cedric Paquette,T.B,80,11,4,15,50,8.25,37,11,15
Zdeno Chara,BOS,62,4,6,10,19.61,3.36,42,33,24
Brad Marchand,BOS,79,18,30,48,78.69,13.47,39,63,43
Mikko Rantanen,COL,74,11,31,42,72.41,9.97,34,29,32
Blake Wheeler,WPG,82,13,27,40,71.43,11.82,39,15,32
Erik Gustafsson,CHI,79,9,26,35,47.95,5.06,34,69,27
Anders Lee,NYI,82,15,16,31,57.41,15.15,36,24,21
Boone Jenner,CBJ,77,12,19,31,64.58,12.15,34,17,31
Tom Wilson,WSH,63,15,14,29,60.42,10.52,84,36,33
Darnell Nurse,EDM,82,8,19,27,42.86,6.8,39,57,26
Mathieu Perreault,WPG,82,11,12,23,67.65,7.21,34,14,30
Victor Hedman,T.B,70,8,13,21,35.59,6.99,34,31,23
Brenden Dillon,S.J,82,0,21,21,31.82,2.71,39,35,14
Tyler Myers,WPG,80,7,12,19,35.85,5.81,34,55,27
Lucas Wallmark,CAR,81,7,10,17,58.62,12.24,34,25,25
Brent Seabrook,CHI,78,3,12,15,32.61,5.18,39,55,16
Matt Grzelcyk,BOS,66,1,7,8,21.62,3.11,59,32,23
Brandon Carlo,BOS,72,2,5,7,14.89,4.11,34,37,33
Mathew Barzal,NYI,82,14,25,39,82.98,12.43,36,97,56
Brady Tkachuk,OTT,71,17,15,32,68.09,16.6,43,31,21
Brandon Montour,"ANA, BUF",82,6,18,24,45.28,6.78,36,61,24
Oliver Ekman-Larsson,ARI,81,5,13,18,38.3,5.54,38,45,23
P.K. Subban,NSH,63,6,11,17,36.17,3.43,36,51,17
Hampus Lindholm,ANA,76,1,15,16,29.09,3.82,36,62,17
Niklas Kronwall,DET,79,2,12,14,30.43,1.98,36,52,10
Dustin Byfuglien,WPG,42,2,9,11,37.93,3.65,41,32,15
Brendan Smith,NYR,63,4,7,11,50,4.74,46,45,28
Max Domi,MTL,82,22,31,53,79.1,13.31,53,59,41
Evgeny Kuznetsov,WSH,76,8,35,43,71.67,10.05,38,45,41
Dylan Larkin,DET,76,16,25,41,80.39,16.1,38,82,53
Mark Giordano,CGY,78,10,30,40,50.63,5.61,38,46,54
David Perron,STL,57,14,15,29,80.56,7.15,38,12,36
Jake Muzzin,"L.A, TOR",80,8,21,29,45.31,4.37,43,86,16
Antoine Roussel,VAN,65,8,20,28,80,8.07,40,14,18
Jacob Trouba,WPG,82,3,20,23,33.82,5.55,38,70,38
Sam Bennett,CGY,71,9,12,21,61.76,10.4,43,31,25
Nick Ritchie,ANA,60,6,15,21,61.76,7.41,58,28,17
Ben Chiarot,WPG,78,4,14,18,40.91,3.58,38,52,19
Brayden McNabb,VGK,81,3,11,14,22.95,2.63,38,34,30
Andrei Svechnikov,CAR,82,13,11,24,64.86,16.32,40,55,32
Vincent Trocheck,FLA,55,5,11,16,55.17,7.72,40,41,43
Josh Manson,ANA,74,3,11,14,31.82,3.5,50,61,22
Ian Cole,COL,71,1,11,12,31.58,2.9,65,37,22
Alexander Edler,VAN,56,4,8,12,34.29,2.55,42,23,7
Alexander Radulov,DAL,70,17,22,39,65,13.71,44,53,39
Pierre-Luc Dubois,CBJ,82,20,24,44,57.89,14.97,46,42,43
Evgeni Malkin,PIT,68,11,29,40,90.91,11.52,71,66,55
Blake Coleman,N.J,78,13,12,25,60.98,14.46,48,32,33
Michal Kempny,WSH,71,6,16,22,31.43,3.38,48,43,19
Nikita Zadorov,COL,70,7,7,14,29.79,3.56,63,30,17
Joel Edmundson,STL,64,2,8,10,22.73,3.37,53,33,7
Evander Kane,S.J,75,21,18,39,63.93,18.51,73,34,40
